state,population,year,homicide,rape,robbery,aggravated_assault,burglary,larceny,vehicle_theft
AK,406000,1979,13.30,71.92,109.61,296.31,1383.25,3713.30,616.00
AK,440142,1980,8.86,56.80,81.79,288.54,1259.82,3388.91,561.00
AK,412000,1981,14.56,102.18,114.56,384.47,1329.85,3958.74,690.50
AK,438000,1982,18.49,85.39,133.79,386.07,1188.13,3806.39,594.30
AK,479000,1983,13.78,101.46,97.08,401.46,1194.15,3566.81,643.80
AK,500000,1984,11.60,91.60,109.40,409.00,1236.80,3628.00,628.80
AK,521000,1985,9.79,77.16,92.90,401.92,1191.75,3497.12,606.30
AK,534000,1986,8.61,72.66,88.01,401.12,1161.80,3909.93,603.70
AK,525000,1987,10.10,64.95,73.14,307.24,970.10,3465.71,486.30
AK,513000,1988,5.65,57.70,72.90,386.55,842.30,3101.56,455.00
AK,527000,1989,7.97,52.94,67.55,369.26,826.94,3000.19,455.00
AK,550043,1990,7.45,72.90,76.72,367.43,894.29,3168.48,565.40
AK,570000,1991,7.37,91.75,113.16,401.58,979.30,3574.56,533.90
AK,587000,1992,7.50,98.64,109.03,445.32,880.75,3531.18,497.10
AK,599000,1993,9.02,83.81,122.37,545.58,816.86,3539.40,450.90
AK,606000,1994,6.27,68.98,146.20,544.88,800.00,3601.32,540.40
AK,604000,1995,9.11,80.30,155.13,526.32,836.92,3624.34,521.70
AK,607000,1996,7.41,65.57,116.97,537.73,843.16,3386.66,492.90
AK,609000,1997,8.87,66.17,106.40,519.70,702.13,3412.15,457.10
AK,614000,1998,6.68,68.57,86.64,492.02,667.43,3031.11,424.60
AK,619500,1999,8.39,83.45,91.36,447.62,611.30,2688.30,429.10
AK,626932,2000,4.31,79.27,78.16,405.15,621.92,2685.78,374.80
AK,633630,2001,6.16,79.07,81.12,423.12,607.14,2634.82,413.20
AK,641482,2002,5.14,79.66,76.23,404.38,609.21,2765.32,385.20
AK,648280,2003,6.02,93.32,68.80,429.91,597.58,2784.44,379.60
AK,657755,2004,5.63,84.83,67.96,473.88,573.62,2456.69,340.60
AK,663253,2005,4.82,81.12,80.96,465.43,622.84,2600.67,391.00
AK,670053,2006,5.37,76.41,89.55,516.68,620.10,2579.50,378.50
AK,683478,2007,6.29,79.74,85.01,490.29,546.32,2476.89,356.00
AK,686293,2008,3.93,65.13,93.98,489.00,471.66,2218.44,237.20
AK,698473,2009,3.15,73.45,93.63,463.15,515.41,2183.48,241.50
AK,714146,2010,4.34,74.63,83.18,473.15,434.79,2175.33,226.70
AK,723860,2011,4.14,60.23,79.57,466.11,394.00,2052.05,191.70
AK,730307,2012,4.11,79.83,86.27,433.93,403.94,2131.30,208.40
AK,737259,2013,4.61,125.46,84.50,424.14,395.65,2251.45,229.90
AK,737046,2014,5.56,104.61,85.34,440.00,427.38,2095.53,236.00
AK,737709,2015,8.00,122.00,103.16,497.62,475.93,2067.08,277.30
AK,741522,2016,7.01,142.01,114.63,540.91,546.58,2395.88,412.30
AK,739786,2017,8.38,145.18,128.69,574.49,563.27,2403.67,575.00
AK,737438,2018,6.37,161.64,121.50,595.44,539.57,2219.03,541.90
AL,3769000,1979,13.16,27.51,109.50,263.15,1287.26,2223.16,320.10
AL,3861466,1980,13.18,29.99,132.13,273.24,1526.67,2642.23,316.20
AL,3916000,1981,11.87,26.07,126.46,306.05,1450.74,2693.34,284.20
AL,3943000,1982,10.58,26.02,112.02,299.09,1256.18,2656.35,273.30
AL,3959000,1983,9.19,23.52,98.38,284.95,1073.12,2381.38,230.50
AL,3990000,1984,9.37,25.11,96.07,300.63,1001.75,2235.54,233.60
AL,4021000,1985,9.85,26.83,105.37,315.49,1034.87,2191.20,258.50
AL,4053000,1986,10.09,28.37,111.60,407.94,1158.99,2304.37,267.00
AL,4083000,1987,9.31,27.85,112.20,409.87,1198.31,2431.06,262.80
AL,4127000,1988,9.89,29.76,117.76,401.16,1233.83,2502.59,266.70
AL,4118000,1989,10.22,30.99,133.92,415.66,1146.77,2592.79,297.50
AL,4040587,1990,11.56,32.64,143.67,520.69,1103.43,2755.44,347.80
AL,4089000,1991,11.47,35.58,152.75,644.36,1268.60,2889.48,363.40
AL,4136000,1992,11.00,41.20,164.87,654.59,1186.00,2848.19,362.30
AL,4187000,1993,11.56,35.13,159.47,574.25,1088.56,2672.03,337.80
AL,4219000,1994,11.87,35.25,171.20,465.35,1044.42,2843.11,331.80
AL,4253000,1995,11.17,31.74,185.75,403.69,1024.83,2844.27,346.60
AL,4273000,1996,10.39,32.69,166.72,355.58,1002.13,2886.73,366.00
AL,4319000,1997,9.86,32.32,160.48,361.80,1013.80,2954.76,356.70
AL,4352000,1998,8.13,33.16,130.93,339.87,964.27,2779.02,341.70
AL,4369862,1999,7.89,34.62,121.22,326.46,884.42,2737.29,300.60
AL,4447100,2000,7.40,33.33,128.22,317.22,906.91,2864.77,288.00
AL,4468912,2001,8.48,30.63,124.95,274.12,909.44,2685.04,282.40
AL,4478896,2002,6.77,37.15,133.11,267.97,950.64,2767.02,310.10
AL,4503726,2003,6.64,36.77,134.07,251.75,960.20,2754.14,332.10
AL,4525375,2004,5.61,38.49,133.51,249.39,987.01,2732.37,309.90
AL,4548327,2005,8.22,34.39,141.74,248.29,955.80,2655.48,289.00
AL,4599030,2006,8.31,35.79,153.55,227.50,973.68,2640.80,326.50
AL,4627851,2007,8.90,33.45,159.86,246.70,980.56,2689.48,307.70
AL,4661900,2008,7.53,34.71,157.58,253.01,1081.34,2714.32,288.90
AL,4708708,2009,6.84,31.94,133.05,278.27,1037.31,2507.52,235.50
AL,4785401,2010,5.75,28.32,101.64,248.03,887.78,2414.93,225.30
AL,4803689,2011,6.22,28.52,102.13,282.93,1064.16,2319.28,222.00
AL,4817528,2012,7.10,26.90,104.20,312.09,985.59,2314.94,205.00
AL,4833996,2013,7.16,42.51,96.09,285.23,877.33,2252.01,218.50
AL,4846411,2014,5.69,41.37,97.02,283.59,819.64,2150.52,209.10
AL,4853875,2015,7.17,41.97,95.02,328.81,726.53,2043.36,213.00
AL,4860545,2016,8.37,39.40,96.43,388.21,700.44,2005.91,241.00
AL,4875120,2017,8.59,41.05,86.83,385.96,641.42,2045.22,262.50
AL,4887871,2018,7.84,40.84,83.39,387.57,590.05,1958.87,268.30
AR,2180000,1979,9.08,27.29,74.59,255.28,984.27,2076.47,193.80
AR,2284037,1980,9.19,26.66,80.91,218.43,1119.03,2169.75,187.10
AR,2294000,1981,9.11,25.15,77.42,198.65,1078.12,2221.40,186.60
AR,2291000,1982,8.16,27.15,78.79,210.56,1071.45,2289.39,186.00
AR,2328000,1983,7.65,25.17,69.33,195.53,961.34,2067.87,173.70
AR,2349000,1984,7.49,29.67,67.56,216.65,885.91,1992.64,167.60
AR,2359000,1985,7.93,29.08,68.55,242.01,941.37,2117.72,178.40
AR,2372000,1986,8.05,28.92,79.68,278.16,1029.89,2305.10,194.90
AR,2388000,1987,7.62,32.62,79.15,292.63,1078.02,2548.66,206.50
AR,2422000,1988,8.71,32.20,84.10,297.65,1091.78,2492.28,212.90
AR,2406000,1989,8.44,38.40,110.56,316.29,1194.43,2621.95,265.60
AR,2350725,1990,10.25,43.35,113.20,365.42,1210.86,2834.44,289.40
AR,2372000,1991,11.13,44.60,135.62,401.90,1226.52,3013.79,341.40
AR,2399000,1992,10.80,41.27,125.51,398.96,1092.71,2763.15,329.30
AR,2424000,1993,10.19,42.41,124.88,415.80,1099.26,2795.67,322.50
AR,2453000,1994,11.99,41.91,128.74,412.47,1097.06,2791.60,315.00
AR,2484000,1995,10.43,37.24,125.68,379.83,996.90,2815.42,325.40
AR,2510000,1996,8.73,41.67,114.10,359.84,953.19,2908.76,312.90
AR,2523000,1997,9.91,43.52,111.53,361.91,1013.40,2863.77,314.60
AR,2538000,1998,7.92,35.19,96.22,350.91,928.25,2581.76,283.20
AR,2551373,1999,5.60,27.83,79.33,312.42,850.21,2505.59,261.20
AR,2673400,2000,6.28,31.72,74.85,332.42,802.09,2608.66,259.30
AR,2694698,2001,5.49,33.10,80.94,332.84,823.69,2582.48,271.60
AR,2706268,2002,5.25,27.86,93.26,298.60,858.34,2628.31,251.70
AR,2727774,2003,6.60,33.40,81.64,334.74,917.08,2495.11,220.20
AR,2750000,2004,6.40,43.02,86.25,366.65,1096.40,2699.71,237.00
AR,2775708,2005,6.81,43.30,91.22,387.18,1085.06,2720.39,262.00
AR,2810872,2006,7.29,47.14,97.80,400.55,1133.60,2584.46,267.40
AR,2834797,2007,6.98,45.65,109.53,374.95,1130.06,2578.53,246.90
AR,2855390,2008,5.78,51.24,97.25,358.76,1187.65,2448.18,229.10
AR,2889450,2009,6.19,47.69,89.15,372.80,1202.75,2361.28,211.00
AR,2921588,2010,4.59,45.22,81.09,372.64,1111.14,2252.06,190.30
AR,2938582,2011,5.44,41.86,80.21,354.80,1157.57,2404.05,196.30
AR,2949828,2012,5.90,41.80,78.31,343.55,1107.62,2406.31,194.40
AR,2958765,2013,5.34,50.36,76.42,331.08,1026.41,2380.39,191.90
AR,2966835,2014,5.90,61.21,68.66,344.47,836.45,2325.74,188.80
AR,2977853,2015,6.35,67.43,71.09,384.67,767.36,2307.70,195.40
AR,2988231,2016,7.26,74.09,71.11,401.81,796.93,2245.17,240.50
AR,3002997,2017,8.29,71.26,66.53,419.88,744.89,2157.68,241.60
AR,3013825,2018,7.17,72.86,52.89,410.71,636.83,2040.16,236.00
AZ,2450000,1979,8.94,45.71,175.71,362.61,1996.57,4774.53,493.30
AZ,2715357,1980,10.27,45.19,193.64,401.75,2155.41,4891.22,473.30
AZ,2793000,1981,8.13,38.10,177.62,351.95,2064.27,4563.87,410.00
AZ,2860000,1982,8.25,38.46,158.64,311.61,1883.25,4360.94,369.80
AZ,2963000,1983,7.19,41.88,132.40,312.69,1668.58,3871.79,357.00
AZ,3053000,1984,7.80,43.11,131.12,334.06,1713.95,3884.83,384.50
AZ,3187000,1985,7.97,45.75,146.53,402.26,1869.63,4258.55,385.50
AZ,3317000,1986,9.26,42.96,169.25,436.81,1907.69,4336.60,418.80
AZ,3386000,1987,7.47,41.23,138.42,425.46,1626.08,4527.35,422.60
AZ,3466000,1988,8.48,38.81,137.05,425.79,1580.29,4821.73,459.10
AZ,3556000,1989,6.66,36.16,139.03,417.69,1667.15,5106.13,686.90
AZ,3665228,1990,7.75,40.93,160.89,442.81,1669.91,4702.98,863.50
AZ,3750000,1991,7.76,42.40,165.73,454.83,1607.49,4266.32,861.10
AZ,3832000,1992,8.14,42.98,153.11,466.60,1411.66,4124.56,821.50
AZ,3936000,1993,8.61,37.80,162.91,505.67,1465.55,4387.42,863.80
AZ,4075000,1994,10.45,35.95,161.99,494.75,1476.25,4678.50,1066.70
AZ,4218000,1995,10.41,33.62,173.76,495.71,1416.83,4925.63,1157.70
AZ,4428000,1996,8.51,31.19,167.77,424.03,1256.32,4252.48,926.70
AZ,4555000,1997,8.23,32.76,165.69,417.06,1318.92,4282.00,970.40
AZ,4669000,1998,8.05,31.08,165.24,373.57,1209.53,3922.40,865.10
AZ,4778332,1999,8.04,28.94,152.52,361.61,1034.31,3510.24,800.40
AZ,5130632,2000,7.00,30.74,146.26,347.73,1011.61,3444.12,842.10
AZ,5306966,2001,7.54,28.60,167.10,337.09,1033.00,3520.84,983.70
AZ,5441125,2002,7.11,29.55,147.03,370.81,1085.93,3704.03,1059.90
AZ,5579222,2003,7.90,33.27,136.56,335.57,1050.56,3561.88,1021.60
AZ,5739879,2004,7.21,33.03,134.52,329.64,991.05,3118.74,963.50
AZ,5953007,2005,7.48,33.70,144.11,326.69,946.21,2958.37,922.00
AZ,6166318,2006,8.64,39.72,153.92,340.28,963.59,2891.86,918.70
AZ,6338755,2007,8.65,37.12,154.04,318.20,946.37,2793.55,792.60
AZ,6500180,2008,7.11,33.85,150.90,293.78,901.61,2607.00,593.60
AZ,6595778,2009,5.76,34.55,124.31,261.83,823.38,2364.79,400.80
AZ,6413158,2010,6.36,34.16,108.42,264.71,794.18,2403.45,338.90
AZ,6467315,2011,6.14,38.64,110.48,258.96,845.71,2402.85,306.20
AZ,6551149,2012,5.46,34.83,112.70,275.59,807.66,2439.39,289.80
AZ,6634997,2013,5.35,47.84,100.32,262.11,727.84,2381.85,255.70
AZ,6728783,2014,4.62,48.63,92.51,246.91,645.17,2269.10,261.30
AZ,6817565,2015,4.49,45.60,93.29,266.85,557.53,2235.23,246.20
AZ,6908642,2016,5.63,47.82,101.97,315.60,553.16,2180.14,267.50
AZ,7048876,2017,5.99,51.38,105.55,342.79,535.15,2103.19,269.90
AZ,7171646,2018,5.15,50.73,90.96,328.07,439.68,1970.30,266.90
CA,22696000,1979,13.01,53.93,333.83,410.33,2186.77,3732.59,738.30
CA,23532680,1980,14.49,58.19,384.23,436.69,2316.51,3880.01,742.90
CA,24159000,1981,13.01,56.15,388.18,405.63,2238.53,3816.13,672.90
CA,24724000,1982,11.24,50.68,372.06,380.74,2020.17,3785.11,665.50
CA,25174000,1983,10.48,48.04,340.93,373.13,1829.11,3444.52,631.20
CA,25622000,1984,10.60,45.67,327.55,379.54,1729.35,3346.06,629.60
CA,26365000,1985,10.51,43.32,327.66,383.79,1701.14,3379.36,672.20
CA,26981000,1986,11.26,44.92,342.88,521.48,1696.37,3383.88,762.00
CA,27663000,1987,10.57,43.77,301.27,562.37,1518.16,3240.19,830.10
CA,28168000,1988,10.42,41.82,305.81,571.77,1447.14,3314.53,944.00
CA,29063000,1989,10.87,41.17,331.80,593.82,1412.34,3346.53,1026.90
CA,29760021,1990,11.94,42.63,377.04,613.58,1345.40,3197.51,1015.50
CA,30380000,1991,12.70,42.45,411.25,623.53,1397.81,3245.95,1038.90
CA,30867000,1992,12.70,41.34,424.07,641.61,1384.95,3137.77,1037.10
CA,31211000,1993,13.12,37.70,405.10,621.84,1327.04,3029.08,1023.00
CA,31431000,1994,11.78,34.95,356.85,609.42,1222.54,2957.72,980.60
CA,31589000,1995,11.18,33.41,331.16,590.26,1120.31,2856.87,887.90
CA,31878000,1996,9.15,32.14,295.57,525.80,979.40,2605.11,760.60
CA,32268000,1997,7.99,31.58,252.47,506.22,927.36,2430.91,708.80
CA,32667000,1998,6.65,29.94,210.55,456.57,823.50,2217.11,598.50
CA,33145121,1999,6.05,28.25,181.14,411.74,675.25,1994.23,508.30
CA,33871648,2000,6.14,28.89,177.87,408.65,656.28,1924.49,537.40
CA,34600463,2001,6.38,28.79,186.74,393.31,671.30,2016.56,590.10
CA,35001986,2002,6.84,29.14,185.61,373.77,681.18,2044.72,635.30
CA,35462712,2003,6.79,28.18,179.82,364.83,683.18,2062.69,680.50
CA,35842038,2004,6.67,26.83,172.33,321.97,686.07,2033.05,704.80
CA,36154147,2005,6.92,25.98,175.97,317.14,692.92,1915.32,712.00
CA,36457549,2006,6.82,25.33,195.14,306.16,678.13,1835.29,668.30
CA,36553215,2007,6.19,24.75,193.43,299.69,650.70,1790.61,602.20
CA,36756666,2008,5.83,24.22,188.78,285.38,646.99,1770.17,523.80
CA,36961664,2009,5.34,23.57,173.40,270.97,622.80,1664.97,443.30
CA,37338198,2010,4.84,22.31,155.65,256.78,612.93,1608.43,408.50
CA,37683933,2011,4.76,20.34,144.07,242.00,610.54,1583.98,389.70
CA,37999878,2012,4.96,20.62,148.74,249.22,646.76,1671.29,443.70
CA,38431393,2013,4.54,26.86,139.57,231.66,603.82,1617.32,430.10
CA,38792291,2014,4.38,29.85,125.49,236.66,522.45,1527.81,391.30
CA,38993940,2015,4.77,32.85,135.56,254.78,506.24,1683.64,438.50
CA,39296476,2016,4.91,34.87,139.42,265.61,479.19,1621.04,449.80
CA,39399349,2017,4.64,37.37,143.72,267.56,448.43,1629.52,427.30
CA,39557045,2018,4.40,39.20,137.34,266.48,416.19,1571.84,392.40
CO,2772000,1979,5.81,53.10,157.03,306.13,1794.41,4253.17,481.40
CO,2878407,1980,6.88,52.46,160.09,309.16,2030.81,4325.80,448.30
CO,2963000,1981,8.07,45.63,159.50,318.53,2031.62,4375.90,413.90
CO,3045000,1982,5.98,44.53,150.64,303.09,1749.10,4429.33,397.30
CO,3139000,1983,6.44,41.92,126.41,301.66,1532.37,4245.65,372.70
CO,3178000,1984,5.79,38.96,114.00,299.02,1561.33,4054.72,397.30
CO,3231000,1985,5.85,40.89,124.17,300.12,1748.07,4267.04,432.90
CO,3267000,1986,7.04,42.30,144.81,329.42,1791.58,4230.76,486.00
CO,3296000,1987,5.79,40.78,118.81,302.12,1534.59,4012.92,436.30
CO,3290000,1988,5.68,38.57,98.78,329.54,1383.07,3900.64,422.00
CO,3317000,1989,4.40,36.24,89.96,340.79,1250.38,3864.79,452.90
CO,3294394,1990,4.19,46.17,90.61,385.02,1208.78,3890.61,428.40
CO,3377000,1991,5.89,47.02,107.43,398.93,1158.34,3930.03,426.40
CO,3470000,1992,6.22,47.29,120.46,404.87,1090.86,3780.09,509.00
CO,3566000,1993,5.78,45.79,116.66,399.05,1009.84,3499.36,450.30
CO,3656000,1994,5.44,43.19,106.95,354.05,925.68,3490.15,392.90
CO,3747000,1995,5.76,39.50,96.18,298.75,934.11,3634.48,387.50
CO,3823000,1996,4.71,46.17,98.22,255.38,900.76,3415.54,397.80
CO,3893000,1997,4.03,43.08,83.28,232.80,796.15,3077.34,413.70
CO,3971000,1998,4.61,47.42,81.54,244.37,786.48,2917.93,405.10
CO,4056133,1999,4.56,41.39,75.34,219.20,665.14,2692.91,364.80
CO,4301261,2000,3.12,41.24,70.54,219.12,630.82,2623.49,394.30
CO,4430989,2001,3.57,43.56,80.23,222.28,643.94,2738.89,473.80
CO,4501051,2002,3.98,45.90,79.51,223.46,703.79,2781.42,515.10
CO,4547633,2003,4.07,42.07,82.20,218.16,712.33,2737.60,501.70
CO,4601821,2004,4.37,42.27,81.25,244.16,717.32,2679.55,521.60
CO,4663295,2005,3.71,43.45,84.66,264.86,745.10,2736.31,560.00
CO,4753377,2006,3.60,45.40,80.45,265.94,681.85,2321.97,434.60
CO,4861515,2007,3.19,42.68,71.19,234.70,588.97,2067.65,342.60
CO,4939456,2008,3.34,43.55,68.91,238.08,567.96,1982.75,270.30
CO,5024748,2009,3.16,45.16,67.09,223.35,530.12,1892.21,248.40
CO,5047692,2010,2.56,44.18,62.68,214.28,518.97,1932.25,223.30
CO,5116302,2011,3.03,44.66,64.48,202.22,502.80,1877.41,215.00
CO,5189458,2012,2.93,40.89,65.36,198.19,504.16,1948.01,233.20
CO,5272086,2013,3.30,56.20,59.48,186.38,475.62,1941.83,237.60
CO,5355588,2014,2.80,57.68,56.71,190.66,438.83,1861.38,234.80
CO,5448819,2015,3.17,61.08,60.84,193.29,431.10,1918.43,294.00
CO,5530105,2016,3.42,65.73,63.74,211.23,430.82,1965.24,355.20
CO,5615902,2017,3.95,71.60,68.88,227.75,402.75,1913.67,390.70
CO,5695564,2018,3.69,71.46,66.67,255.41,375.22,1915.86,380.50
CT,3115000,1979,4.21,24.14,193.29,192.55,1548.28,3113.87,703.20
CT,3095224,1980,4.72,21.65,218.05,168.10,1700.62,3089.63,678.90
CT,3132000,1981,5.36,21.93,246.14,174.62,1691.89,3094.73,602.60
CT,3153000,1982,5.20,21.95,208.50,163.88,1410.75,3065.02,552.20
CT,3138000,1983,4.11,19.98,200.64,150.25,1274.31,2849.62,478.90
CT,3154000,1984,3.87,24.06,190.52,175.40,1128.95,2683.26,422.80
CT,3174000,1985,3.78,24.04,190.04,184.09,1135.51,2726.02,441.30
CT,3189000,1986,4.64,23.83,192.19,205.11,1197.55,2758.33,447.10
CT,3211000,1987,4.86,24.91,178.14,211.12,1218.31,2829.40,529.00
CT,3241000,1988,5.37,26.20,187.60,236.22,1218.05,2810.21,614.00
CT,3239000,1989,5.87,27.54,214.76,263.60,1236.03,2824.42,697.80
CT,3287116,1990,5.05,27.93,234.77,285.96,1227.67,2874.40,730.90
CT,3291000,1991,5.68,29.17,224.37,280.46,1191.07,2837.56,795.70
CT,3281000,1992,5.06,26.94,210.85,252.48,1108.56,2726.70,722.30
CT,3277000,1993,6.29,24.41,196.73,228.75,978.09,2620.57,595.50
CT,3275000,1994,6.56,24.61,187.79,236.49,889.83,2586.90,615.80
CT,3275000,1995,4.58,23.69,163.21,214.41,888.40,2668.73,540.20
CT,3274000,1996,4.83,23.06,169.58,214.57,842.21,2484.06,489.40
CT,3270000,1997,3.79,22.63,152.87,211.56,738.32,2410.43,444.70
CT,3274000,1998,4.12,22.24,133.75,206.20,665.88,2366.28,388.10
CT,3282031,1999,3.26,19.93,123.52,198.87,587.99,2111.47,344.20
CT,3405565,2000,2.88,19.91,112.52,189.40,511.99,2011.35,384.60
CT,3434602,2001,3.06,18.60,121.79,191.14,499.59,1914.69,360.40
CT,3458587,2002,2.43,21.40,117.65,170.99,494.74,1871.72,334.80
CT,3486960,2003,3.21,20.02,120.79,172.73,460.09,1880.38,326.10
CT,3498966,2004,2.86,21.58,119.69,144.90,456.11,1908.28,320.50
CT,3500701,2005,3.00,20.34,112.35,136.89,435.48,1840.09,303.00
CT,3504809,2006,3.91,19.86,127.25,148.71,444.62,1847.89,293.60
CT,3502309,2007,3.23,19.70,122.86,155.35,446.56,1739.91,284.10
CT,3501252,2008,3.77,19.42,115.47,168.00,431.47,1805.41,253.90
CT,3518288,2009,3.01,18.67,113.72,165.54,431.23,1705.15,212.10
CT,3575498,2010,3.72,16.64,99.37,162.27,423.58,1577.77,187.40
CT,3586717,2011,3.60,19.21,102.85,150.05,431.26,1535.30,186.00
CT,3591765,2012,3.26,25.98,103.26,151.01,411.69,1556.45,180.40
CT,3599341,2013,2.53,24.75,98.66,136.30,359.34,1447.46,173.40
CT,3594762,2014,2.48,22.09,88.24,125.74,334.29,1424.16,169.90
CT,3584730,2015,3.24,22.26,81.60,114.35,286.94,1364.06,179.30
CT,3587685,2016,2.20,22.05,75.56,127.88,281.71,1327.93,198.60
CT,3573880,2017,2.94,23.78,78.71,123.73,249.20,1326.79,204.90
CT,3572665,2018,2.32,23.51,61.41,120.19,222.47,1251.84,206.70
DC,656000,1979,27.44,74.54,1054.88,451.83,2050.61,4393.14,549.70
DC,635233,1980,31.48,69.11,1400.59,509.42,2559.69,4890.80,561.70
DC,636000,1981,35.06,65.09,1635.06,539.62,2646.54,5164.31,592.00
DC,631000,1982,30.74,66.72,1448.02,577.65,2341.36,5298.73,647.50
DC,623000,1983,29.37,65.17,1235.63,585.23,2003.69,4719.90,634.80
DC,623000,1984,28.09,58.75,977.05,657.62,1758.27,4409.47,702.10
DC,626000,1985,23.48,53.83,835.46,711.98,1598.24,3973.48,802.70
DC,626000,1986,30.99,52.40,753.99,667.89,1727.64,4131.15,975.20
DC,622000,1987,36.17,39.39,717.36,817.36,1807.72,4021.22,1012.40
DC,620000,1988,59.52,26.61,917.74,917.74,1983.87,4616.77,1392.40
DC,604000,1989,71.85,30.79,1083.11,956.13,1950.33,4828.48,1372.70
DC,606900,1990,77.77,49.93,1213.54,1116.99,1983.03,4996.87,1336.10
DC,598000,1991,80.60,35.79,1215.55,1121.40,2074.41,4879.93,1360.40
DC,589000,1992,75.21,36.50,1266.38,1454.67,1820.20,5205.94,1548.00
DC,578000,1993,78.55,56.06,1229.58,1557.61,1995.50,5448.96,1394.80
DC,570000,1994,70.00,43.68,1107.19,1441.75,1760.88,5212.46,1449.30
DC,554000,1995,64.98,52.71,1238.99,1304.69,1838.45,5833.75,1839.90
DC,543000,1996,73.11,47.88,1186.74,1162.06,1809.94,5779.93,1837.00
DC,529000,1997,56.90,41.21,850.85,1075.24,1316.26,5067.86,1430.80
DC,523000,1998,49.71,36.33,689.48,943.02,1216.25,4657.74,1243.00
DC,519000,1999,46.44,47.78,644.32,889.21,976.30,4181.31,1281.70
DC,572059,2000,41.78,43.88,621.26,800.97,829.46,3785.45,1153.70
DC,573822,2001,40.26,31.54,658.74,871.87,862.46,3888.49,1388.90
DC,569157,2002,46.38,46.03,673.63,871.82,908.36,3814.06,1686.50
DC,557620,2003,44.65,49.14,706.75,824.40,837.67,3249.35,1776.50
DC,554239,2004,35.72,40.05,577.73,715.94,711.97,2623.78,1517.00
DC,582049,2005,33.50,28.52,635.69,682.24,614.55,2548.93,1326.00
DC,581530,2006,29.06,31.81,658.44,789.13,659.47,2735.54,1258.90
DC,588292,2007,30.77,32.64,724.98,626.73,667.36,2956.02,1292.90
DC,591833,2008,31.43,31.43,748.52,626.36,640.05,3372.24,1092.40
DC,599657,2009,24.18,25.01,734.42,565.32,616.35,3213.00,922.50
DC,604912,2010,21.82,30.91,714.98,559.09,699.77,3225.92,835.70
DC,619020,2011,17.45,27.95,661.37,494.01,621.95,3448.52,720.00
DC,633427,2012,13.89,37.26,637.33,553.34,555.55,3721.82,578.30
DC,649111,2013,15.87,60.85,628.86,590.81,510.85,3781.63,498.20
DC,659836,2014,15.91,71.53,529.98,625.16,525.28,4076.47,574.10
DC,670377,2015,24.17,73.69,558.79,616.97,443.18,3760.27,491.00
DC,684336,2016,19.87,77.89,511.44,594.30,345.01,3958.44,433.00
DC,695691,2017,16.67,63.82,377.32,544.93,260.03,3642.42,373.00
DC,702455,2018,22.78,64.06,343.79,565.30,254.54,3750.13,369.10
DE,582000,1979,5.67,27.84,129.38,374.40,1527.49,3965.81,495.20
DE,594779,1980,6.89,24.21,137.03,306.67,1630.52,4216.19,455.10
DE,598000,1981,6.69,28.43,141.14,332.78,1609.87,4140.30,430.10
DE,602000,1982,5.32,30.90,122.43,401.16,1444.85,3968.60,411.60
DE,606000,1983,4.13,37.79,115.35,295.87,1223.43,3450.17,339.30
DE,613000,1984,4.08,48.94,115.99,266.72,1089.40,3221.37,260.40
DE,622000,1985,4.82,47.59,124.28,256.59,1097.43,3157.23,273.30
DE,633000,1986,4.90,56.87,124.17,241.07,1042.34,3090.36,271.90
DE,644000,1987,5.12,68.48,122.52,234.63,1020.50,3175.93,311.60
DE,660000,1988,5.15,74.39,118.79,253.33,1040.61,3003.64,303.20
DE,673000,1989,5.05,84.55,138.78,328.08,902.23,3015.45,391.10
DE,666168,1990,4.95,88.12,164.82,397.35,970.48,3290.76,443.90
DE,680000,1991,5.44,86.47,214.71,407.65,1127.65,3652.35,375.10
DE,689000,1992,4.64,85.78,151.23,379.54,957.62,2963.57,306.10
DE,700000,1993,5.00,77.00,186.71,417.14,892.00,2979.00,315.30
DE,706000,1994,4.67,77.34,161.61,400.71,877.90,2950.14,417.10
DE,717000,1995,3.49,80.20,198.74,442.54,905.30,3114.23,414.20
DE,725000,1996,4.28,62.62,179.86,421.52,804.14,2988.28,434.20
DE,732000,1997,3.01,58.47,243.58,480.87,877.19,3538.80,581.00
DE,744000,1998,2.82,67.07,194.22,498.25,859.54,3313.04,428.20
DE,753538,1999,3.18,70.20,198.00,463.02,696.05,3003.70,403.80
DE,783600,2000,3.19,54.11,177.90,449.21,665.65,2725.88,402.10
DE,796599,2001,2.89,52.72,145.12,410.37,645.75,2444.89,348.90
DE,805945,2002,3.23,44.42,143.19,409.21,664.44,2302.27,379.30
DE,818166,2003,2.57,45.22,176.13,451.38,741.41,2314.08,359.80
DE,830069,2004,3.37,43.01,161.79,406.83,682.96,2323.30,277.30
DE,841741,2005,4.40,44.79,155.15,429.11,690.35,2148.52,279.00
DE,853476,2006,4.92,48.86,209.85,437.39,742.49,2395.97,337.90
DE,864764,2007,4.51,39.43,203.87,457.58,742.40,2365.27,270.80
DE,873092,2008,6.53,42.49,211.55,448.06,776.89,2524.93,292.90
DE,885122,2009,4.63,44.63,189.80,406.38,784.41,2354.03,215.30
DE,899792,2010,5.67,36.23,204.38,376.98,839.08,2399.78,215.00
DE,908137,2011,5.29,33.81,171.56,355.78,838.75,2422.65,170.10
DE,917053,2012,6.11,27.15,163.35,353.85,805.73,2385.90,156.80
