state,population,year,homicide,rape,robbery,aggravated_assault,burglary,larceny,vehicle_theft
NC,9651103,2011,5.16,20.30,97.90,222.94,1093.49,2232.42,174.30
NC,9748364,2012,4.91,20.35,96.34,231.93,1018.87,2186.53,165.40
NC,9848917,2013,4.70,25.63,94.17,216.52,915.65,2041.27,146.30
NC,9940387,2014,5.01,24.47,84.61,215.05,797.41,1937.64,137.10
NC,10035186,2015,5.15,25.82,87.90,227.25,744.98,1870.74,133.80
NC,10156689,2016,6.68,28.03,91.92,245.22,709.70,1874.40,150.70
NC,10270800,2017,6.06,18.93,96.23,249.18,635.27,1792.65,156.90
NC,10383620,2018,6.05,25.36,81.12,265.09,599.89,1724.42,169.80
ND,657000,1979,1.52,8.22,9.89,41.70,461.04,2071.08,162.40
ND,652437,1980,1.23,9.50,7.66,35.56,488.32,2242.21,179.20
ND,658000,1981,2.28,8.66,12.92,43.62,500.61,2258.21,164.70
ND,670000,1982,0.75,9.85,12.69,38.51,458.81,1987.16,140.30
ND,680000,1983,2.06,12.50,7.79,31.32,436.32,2056.32,129.10
ND,686000,1984,1.17,13.12,7.73,31.63,399.13,2019.83,110.80
ND,685000,1985,1.02,7.30,6.42,32.26,427.01,2087.15,118.20
ND,679000,1986,1.03,11.63,6.92,31.66,385.13,2049.19,119.90
ND,672000,1987,1.49,9.38,7.59,38.39,455.36,2197.62,123.20
ND,663000,1988,1.81,11.16,8.14,38.01,437.71,2112.67,118.60
ND,660000,1989,0.61,11.82,9.24,41.52,358.94,2025.76,113.00
ND,638800,1990,0.78,17.85,7.83,47.43,426.58,2288.82,133.10
ND,635000,1991,1.10,18.27,8.03,37.95,372.76,2228.98,126.80
ND,636000,1992,1.89,23.27,7.86,50.31,391.04,2279.56,149.40
ND,635000,1993,1.73,23.46,8.35,48.66,373.23,2216.22,148.70
ND,638000,1994,0.16,23.35,11.13,47.18,324.45,2178.53,151.10
ND,641000,1995,0.94,22.78,9.98,53.04,350.70,2249.77,179.10
ND,644000,1996,2.17,24.07,11.02,46.74,309.16,2085.87,190.10
ND,641000,1997,0.94,24.80,6.40,55.07,358.81,2085.34,180.00
ND,638000,1998,1.10,33.23,10.19,44.83,356.43,2058.62,176.60
ND,633666,1999,1.58,22.41,8.84,34.09,368.81,1795.11,163.50
ND,642200,2000,0.62,26.32,8.72,45.78,325.91,1727.19,153.50
ND,636550,2001,1.10,25.76,9.43,43.04,340.11,1819.65,170.60
ND,633911,2002,0.79,25.71,9.15,42.59,353.84,1814.29,160.60
ND,633400,2003,1.42,25.26,8.37,45.15,309.28,1630.41,170.20
ND,636308,2004,1.26,27.82,6.76,51.86,320.60,1495.50,147.30
ND,634605,2005,1.89,28.36,8.51,72.49,321.93,1533.55,169.00
ND,635867,2006,2.20,37.90,11.79,145.47,409.05,1521.07,170.80
ND,639715,2007,2.66,39.39,11.72,156.16,361.72,1485.04,153.50
ND,641481,2008,1.71,51.60,11.38,159.94,364.16,1524.91,142.00
ND,646844,2009,1.86,45.76,16.54,202.21,375.05,1464.65,141.10
ND,674629,2010,1.48,36.32,13.34,178.32,296.46,1354.37,129.40
ND,684740,2011,3.50,38.85,13.29,192.48,358.97,1444.49,143.90
ND,701345,2012,3.56,39.78,18.11,184.22,346.33,1523.79,168.40
ND,723857,2013,2.21,49.04,22.24,199.90,411.55,1511.62,198.20
ND,740040,2014,3.11,51.62,23.65,192.02,371.74,1561.94,204.70
ND,756835,2015,2.77,51.66,21.01,182.07,435.50,1676.19,229.10
ND,755548,2016,2.12,47.12,23.96,178.94,429.89,1621.21,258.60
ND,755176,2017,1.32,53.76,24.23,203.13,390.24,1581.62,233.30
ND,760077,2018,2.37,52.23,20.79,205.24,358.38,1448.27,233.50
NE,1574000,1979,4.13,21.47,73.51,126.81,813.47,2680.75,272.90
NE,1563921,1980,4.41,23.21,82.23,114.71,915.39,2921.63,243.60
NE,1576000,1981,3.11,20.49,70.75,87.18,912.63,2875.89,207.50
NE,1586000,1982,1.95,20.74,61.92,144.96,811.29,2732.09,177.90
NE,1597000,1983,2.63,21.23,49.84,144.02,776.96,2631.56,161.40
NE,1606000,1984,3.36,23.72,43.15,155.60,643.77,2482.88,144.00
NE,1606000,1985,2.93,23.41,48.51,163.08,730.39,2570.24,156.00
NE,1598000,1986,3.13,24.59,51.13,183.73,748.19,2677.35,167.60
NE,1594000,1987,3.45,21.64,47.11,178.98,847.93,2866.50,165.90
NE,1601000,1988,3.62,24.05,56.09,189.44,765.21,2912.80,188.80
NE,1611000,1989,2.48,23.65,51.96,201.43,745.50,2880.38,186.20
NE,1578385,1990,2.72,29.97,51.13,246.20,723.78,2981.15,178.20
NE,1593000,1991,3.26,28.06,54.05,249.22,726.55,3080.41,212.60
NE,1606000,1992,4.23,31.38,56.72,256.23,714.63,3060.02,200.80
NE,1607000,1993,3.92,27.82,62.41,283.63,663.47,2912.94,326.80
NE,1623000,1994,3.14,30.81,75.35,280.22,675.48,2991.19,384.20
NE,1637000,1995,2.93,19.36,65.18,294.50,631.89,3179.23,351.40
NE,1652000,1996,2.91,27.06,63.68,341.10,614.53,3045.70,342.00
NE,1657000,1997,3.02,24.50,66.20,344.72,592.21,2918.71,334.40
NE,1663000,1998,3.07,25.08,77.57,345.70,634.03,2971.74,348.00
NE,1666028,1999,3.60,24.85,75.87,325.86,609.71,2741.79,326.50
NE,1711263,2000,3.68,25.48,67.03,231.41,592.02,2870.28,305.60
NE,1720039,2001,2.50,25.06,65.58,210.00,567.43,3064.64,377.30
NE,1727564,2002,2.78,26.86,78.67,205.90,597.89,2977.60,371.00
NE,1737475,2003,3.22,29.01,67.05,194.54,583.20,2815.81,352.90
NE,1747704,2004,2.29,35.48,65.11,205.70,562.22,2654.85,302.50
NE,1758163,2005,2.50,33.05,59.15,192.64,535.10,2579.91,317.00
NE,1768331,2006,2.88,32.63,64.24,194.14,539.21,2528.37,292.10
NE,1774571,2007,4.00,30.99,62.83,213.46,509.14,2337.69,295.60
NE,1783432,2008,3.87,33.70,72.72,202.03,489.56,2152.82,236.90
NE,1796619,2009,2.28,34.34,67.91,184.85,485.69,2087.03,195.30
NE,1830141,2010,2.95,36.83,55.73,182.77,454.50,2016.02,197.40
NE,1842234,2011,3.69,37.94,53.90,158.07,473.61,2065.97,223.00
NE,1855350,2012,2.80,38.27,60.80,156.95,471.34,2064.35,224.10
NE,1868969,2013,3.00,45.32,55.38,161.10,478.61,1915.01,238.70
NE,1882980,2014,2.81,46.63,55.44,171.32,421.46,1862.10,236.80
NE,1893765,2015,3.27,46.73,52.49,170.35,340.22,1697.57,211.50
NE,1907603,2016,2.57,58.08,49.59,186.52,338.59,1677.97,247.90
NE,1917575,2017,2.19,62.11,53.19,194.31,339.65,1672.11,275.30
NE,1929268,2018,2.28,63.91,39.19,179.39,271.92,1555.30,252.60
NH,887000,1979,2.37,17.14,28.64,91.77,1198.99,2914.99,324.90
NH,919114,1980,2.50,17.30,42.00,118.05,1312.89,2877.01,309.90
NH,935000,1981,2.89,16.47,35.83,91.87,1186.10,2747.81,240.90
NH,951000,1982,2.21,16.19,33.86,72.56,945.01,2535.75,223.70
NH,959000,1983,1.98,19.50,24.09,79.56,821.90,2227.22,182.10
NH,977000,1984,1.02,20.68,23.23,88.95,735.93,2079.22,188.60
NH,998000,1985,2.10,19.14,26.65,92.89,762.32,2150.20,198.60
NH,1027000,1986,2.24,21.52,23.56,92.21,755.01,2207.89,227.70
NH,1057000,1987,3.03,26.58,26.49,93.47,694.80,2310.88,216.50
NH,1097000,1988,2.28,25.16,21.06,99.36,682.68,2275.66,227.70
NH,1107000,1989,3.25,29.54,23.85,111.83,736.86,2446.88,244.00
NH,1109252,1990,1.89,34.80,27.23,67.61,735.45,2534.23,244.00
NH,1105000,1991,3.62,29.86,33.03,52.76,735.38,2372.85,220.30
NH,1111000,1992,1.62,38.16,33.03,52.93,621.87,2138.07,194.90
NH,1125000,1993,2.04,44.36,27.29,64.09,515.11,2058.04,194.00
NH,1137000,1994,1.41,35.80,27.09,52.51,463.94,1957.78,202.50
NH,1148000,1995,1.83,29.01,27.35,56.27,418.64,1977.18,145.10
NH,1162000,1996,1.72,34.77,27.28,54.39,435.71,2117.99,151.60
NH,1173000,1997,1.36,33.67,23.36,54.82,393.18,1997.44,135.80
NH,1185000,1998,1.52,33.76,21.52,50.38,325.06,1863.21,124.40
NH,1201134,1999,1.50,28.72,21.40,44.87,307.88,1764.58,112.70
NH,1235786,2000,1.78,42.24,36.66,94.68,403.95,1679.98,173.80
NH,1259359,2001,1.35,36.37,35.34,97.19,388.21,1592.87,169.90
NH,1274405,2002,0.94,35.00,32.41,92.98,379.63,1527.61,152.50
NH,1288705,2003,1.32,33.99,37.25,77.75,356.09,1546.82,150.00
NH,1299169,2004,1.31,35.87,38.49,93.83,383.24,1518.12,150.60
NH,1306819,2005,1.45,31.07,27.93,74.30,320.78,1415.12,103.00
NH,1314895,2006,0.99,22.44,33.08,79.25,334.25,1534.65,113.00
NH,1315828,2007,0.91,27.13,34.27,81.77,385.61,1513.04,107.20
NH,1315809,2008,1.06,29.26,32.00,93.78,324.21,1726.24,106.90
NH,1324575,2009,0.83,30.12,34.28,95.20,371.06,1717.38,85.10
NH,1316807,2010,0.99,31.21,34.17,101.00,413.42,1730.63,75.70
NH,1317807,2011,1.21,44.09,38.62,133.40,473.82,1927.29,84.50
NH,1321617,2012,1.13,36.77,35.64,141.42,453.08,1893.44,80.40
NH,1322616,2013,1.59,58.82,48.77,129.14,399.44,1828.80,71.40
NH,1327996,2014,1.20,44.88,40.96,110.62,315.59,1585.17,64.60
NH,1330111,2015,1.13,48.42,35.71,117.13,261.78,1434.17,67.30
NH,1335015,2016,1.42,45.62,32.28,120.52,223.89,1232.50,65.90
NH,1349767,2017,0.96,45.86,32.67,116.24,189.22,1117.75,67.30
NH,1356458,2018,1.55,39.37,26.47,105.79,136.16,1048.24,64.10
NJ,7332000,1979,6.60,27.78,250.03,216.78,1601.49,3021.71,696.20
NJ,7342164,1980,6.86,30.74,303.71,263.04,1878.19,3189.25,729.50
NJ,7401000,1981,7.32,32.08,334.56,256.68,1733.20,3132.63,683.30
NJ,7438000,1982,6.48,28.89,307.61,264.37,1430.73,3011.27,626.80
NJ,7468000,1983,5.34,30.34,268.96,248.43,1237.16,2768.85,604.30
NJ,7515000,1984,5.35,32.55,242.42,247.41,1062.82,2690.37,574.60
NJ,7562000,1985,5.38,32.06,254.99,252.04,1056.90,2828.71,664.30
NJ,7620000,1986,5.24,33.22,268.67,265.35,1070.80,2822.48,775.50
NJ,7672000,1987,4.58,33.36,232.82,270.27,1008.76,2866.35,845.40
NJ,7720000,1988,5.32,33.68,245.17,298.64,980.25,2837.90,894.40
NJ,7736000,1989,5.09,31.66,273.25,298.98,976.58,2764.71,919.20
NJ,7730188,1990,5.59,29.84,301.01,311.10,1017.16,2842.97,939.50
NJ,7760000,1991,5.23,29.11,293.09,307.32,1015.73,2854.95,925.90
NJ,7789000,1992,5.10,30.71,285.22,304.79,969.42,2653.56,815.60
NJ,7879000,1993,5.31,28.11,295.96,297.47,973.96,2486.05,714.00
NJ,7904000,1994,5.01,24.95,287.98,296.23,911.87,2474.92,660.00
NJ,7945000,1995,5.15,24.25,283.02,287.35,875.18,2597.09,631.60
NJ,7988000,1996,4.23,24.74,235.83,266.74,791.93,2428.15,581.30
NJ,8053000,1997,4.18,21.47,210.57,256.43,756.17,2297.02,511.20
NJ,8115000,1998,4.00,20.00,186.19,229.98,671.09,2109.25,433.60
NJ,8143412,1999,3.52,17.30,174.90,216.14,577.13,1976.79,434.20
NJ,8414350,2000,3.43,16.13,161.07,203.21,522.01,1848.77,405.90
NJ,8511116,2001,3.95,15.02,165.78,204.09,550.01,1833.26,443.00
NJ,8575252,2002,3.95,15.92,162.74,193.50,511.93,1726.61,417.00
NJ,8642412,2003,4.70,14.90,154.38,190.36,502.83,1646.38,400.40
NJ,8685166,2004,4.51,15.32,150.56,185.88,472.41,1611.68,348.90
NJ,8703150,2005,4.79,13.88,151.84,184.75,447.88,1571.02,318.00
NJ,8724560,2006,4.89,13.77,153.13,178.37,451.42,1543.77,283.70
NJ,8685920,2007,4.39,11.88,144.68,167.67,428.67,1532.88,252.80
NJ,8682661,2008,4.33,12.92,146.28,162.99,465.32,1595.65,232.40
NJ,8707739,2009,3.66,11.95,133.66,162.09,424.28,1473.44,178.00
NJ,8799593,2010,4.22,11.15,134.30,157.79,440.16,1463.18,176.80
NJ,8834773,2011,4.30,11.39,138.19,154.03,489.41,1460.89,197.10
NJ,8867749,2012,4.38,11.67,128.39,145.69,477.44,1383.24,185.90
NJ,8911502,2013,4.53,13.34,135.60,135.45,402.66,1324.19,154.30
NJ,8938844,2014,3.94,14.32,117.45,125.16,354.71,1247.75,131.00
NJ,8935421,2015,4.06,15.37,108.88,127.74,312.91,1185.88,131.80
NJ,8978416,2016,4.21,16.19,99.57,123.51,281.00,1130.03,126.10
NJ,8888543,2017,3.65,16.93,88.82,122.40,268.78,1170.33,136.90
NJ,8908520,2018,3.21,15.98,71.44,117.45,215.88,1065.13,123.90
NM,1241000,1979,12.41,46.90,121.03,405.64,1481.47,3363.82,357.20
NM,1295474,1980,13.12,43.30,127.91,430.65,1492.50,3520.95,350.60
NM,1327000,1981,11.38,47.32,140.77,472.19,1613.04,3560.81,355.10
NM,1359000,1982,11.63,48.27,126.20,548.42,1628.77,3929.51,314.90
NM,1399000,1983,8.86,47.96,114.01,515.94,1559.19,3793.92,306.30
NM,1424000,1984,9.13,54.99,130.34,493.61,1639.68,3595.15,320.50
NM,1450000,1985,10.90,49.79,138.14,505.10,1753.93,3682.62,345.70
NM,1479000,1986,11.49,46.86,129.55,537.66,1844.69,3712.37,343.30
NM,1500000,1987,10.13,43.07,108.33,466.93,1787.67,3785.13,345.50
NM,1510000,1988,11.46,38.41,103.11,505.17,1836.89,3721.32,389.90
NM,1528000,1989,8.64,45.94,105.17,544.11,1711.13,3808.97,349.90
NM,1515069,1990,9.17,49.70,115.11,606.24,1738.73,3828.47,336.70
NM,1548000,1991,10.53,52.39,120.28,651.55,1723.00,3775.26,346.30
NM,1581000,1992,8.92,62.62,139.28,724.10,1511.45,3609.87,377.90
NM,1616000,1993,8.04,52.10,138.43,731.13,1421.16,3510.09,405.10
NM,1654000,1994,10.70,52.36,140.81,685.37,1326.78,3466.93,504.80
NM,1685000,1995,8.78,56.62,154.54,599.29,1447.06,3648.55,513.20
NM,1713000,1996,11.50,63.51,162.41,603.15,1376.88,3802.63,582.20
NM,1730000,1997,7.75,50.40,171.45,623.70,1452.37,3883.70,717.20
NM,1737000,1998,10.94,55.09,163.44,731.95,1393.96,3743.87,619.90
NM,1739844,1999,9.77,54.26,148.23,622.30,1234.65,3426.34,467.10
NM,1819046,2000,7.42,50.69,137.38,562.38,1173.09,3184.36,403.60
NM,1830935,2001,5.41,46.42,147.19,581.34,1067.87,3080.72,389.80
NM,1852044,2002,8.21,55.45,119.11,557.98,1060.13,2883.62,401.60
NM,1878562,2003,6.17,50.04,103.11,507.94,1011.25,2693.28,384.50
NM,1903006,2004,8.88,54.60,108.35,515.55,1046.98,2736.14,415.20
NM,1925985,2005,7.48,54.05,98.29,486.50,1087.18,2632.78,412.00
NM,1954599,2006,6.86,54.90,107.18,485.78,1069.58,2346.47,472.20
NM,1969915,2007,9.29,52.18,117.92,496.32,1057.05,2306.80,451.90
NM,1984356,2008,8.11,56.34,108.40,480.61,1043.46,2368.27,404.00
NM,2009671,2009,9.85,53.19,96.14,473.21,1092.47,2297.99,323.50
NM,2065913,2010,6.78,46.42,78.22,456.55,1017.61,2154.16,254.10
NM,2078674,2011,7.60,41.18,82.75,441.15,1030.42,2248.07,259.80
NM,2083540,2012,5.57,45.93,88.65,419.48,1026.33,2315.63,262.20
NM,2086895,2013,5.89,74.99,87.79,453.78,1045.96,2450.82,286.70
NM,2085567,2014,4.84,71.01,100.02,421.80,887.29,2353.41,301.60
NM,2080328,2015,5.62,79.94,119.45,452.19,821.22,2474.85,415.50
NM,2085432,2016,6.67,73.22,131.24,488.24,828.61,2536.98,563.10
NM,2093395,2017,6.88,59.43,178.28,534.06,853.73,2497.57,559.30
NM,2095428,2018,7.97,64.62,135.06,648.94,767.77,2166.14,485.80
NV,702000,1979,17.52,59.54,407.55,351.00,2820.37,4471.23,704.40
NV,800312,1980,19.99,67.22,460.57,364.86,2906.74,4356.30,678.40
NV,845000,1981,17.51,64.85,457.99,356.09,2727.34,4373.37,594.80
NV,881000,1982,13.62,61.52,419.64,310.67,2412.71,4117.93,564.90
NV,891000,1983,12.79,51.29,307.18,283.95,2011.45,3563.30,471.40
NV,911000,1984,10.76,60.70,279.03,278.05,1978.38,3458.62,495.50
NV,936000,1985,10.26,60.26,274.89,321.69,1849.57,3561.54,496.40
NV,963000,1986,12.56,64.90,286.92,354.52,1603.95,3489.20,477.70
NV,1007000,1987,8.44,61.77,272.49,353.03,1629.39,3491.26,555.00
NV,1060000,1988,10.47,73.77,291.23,405.19,1544.91,3528.40,599.20
NV,1111000,1989,8.19,59.59,250.59,306.93,1404.77,3662.11,579.60
NV,1201833,1990,9.65,62.24,238.30,290.72,1367.41,3502.73,592.50
NV,1284000,1991,11.84,66.04,312.46,286.68,1403.89,3565.50,652.30
NV,1327000,1992,10.93,62.77,331.35,291.79,1289.22,3520.27,697.40
NV,1389000,1993,10.37,60.91,340.10,463.86,1245.00,3321.60,738.30
NV,1457000,1994,11.67,68.70,352.37,569.11,1354.50,3561.63,759.40
NV,1530000,1995,10.65,61.24,324.58,548.69,1322.55,3566.21,745.40
NV,1603000,1996,13.72,53.40,307.61,436.56,1220.09,3262.32,698.30
NV,1677000,1997,11.15,59.93,302.39,425.28,1310.38,3167.08,788.30
NV,1747000,1998,9.73,52.15,254.89,326.85,1137.55,2711.33,788.00
NV,1809253,1999,9.12,52.12,232.64,276.03,973.50,2385.90,723.70
NV,1998257,2000,6.46,43.04,227.35,247.32,877.06,2208.17,659.20
NV,2097722,2001,8.58,42.09,235.11,303.38,844.30,2148.66,700.90
NV,2167455,2002,8.35,42.82,236.13,351.98,874.34,2189.62,806.80
NV,2242207,2003,8.79,38.85,233.03,335.38,979.30,2378.06,929.80
NV,2332898,2004,7.37,40.89,210.25,357.84,991.99,2247.76,970.30
NV,2412301,2005,8.54,42.12,194.92,361.90,973.39,2156.12,1116.00
NV,2495529,2006,9.06,43.76,282.02,413.98,997.86,2020.77,1082.20
NV,2565382,2007,7.52,42.72,270.45,434.17,971.04,1942.95,871.70
NV,2600167,2008,6.35,42.54,249.45,431.36,932.79,1915.80,613.00
NV,2643085,2009,5.90,38.74,228.07,432.49,836.71,1757.91,469.10
NV,2704283,2010,5.84,35.68,195.91,425.55,824.10,1572.80,376.60
NV,2720028,2011,5.11,33.57,158.38,371.03,747.86,1476.31,352.10
NV,2754354,2012,4.50,33.80,178.55,391.74,803.09,1647.28,363.70
NV,2791494,2013,5.84,53.09,185.67,360.38,825.62,1652.59,358.20
NV,2838281,2014,5.99,47.81,209.77,372.13,772.44,1496.19,358.70
NV,2883758,2015,6.17,58.53,218.01,414.91,775.38,1505.88,393.60
NV,2939254,2016,7.76,58.82,215.63,395.64,640.16,1495.24,447.60
NV,2972405,2017,8.95,63.79,162.86,324.99,674.50,1529.37,431.00
NV,3034392,2018,6.66,76.75,127.27,330.45,584.73,1461.18,392.30
NY,17649000,1979,11.85,30.56,529.61,345.34,1746.85,2836.36,704.50
NY,17506690,1980,12.73,30.87,641.31,344.61,2061.64,3060.45,759.90
NY,17594000,1981,12.31,31.14,684.01,342.10,1991.71,3066.31,777.80
NY,17659000,1982,11.40,29.21,610.70,338.74,1671.92,3025.34,780.80
NY,17667000,1983,11.08,29.98,536.50,336.51,1410.06,2854.73,723.70
NY,17735000,1984,10.07,31.57,506.91,365.79,1257.15,2755.12,650.60
NY,17783000,1985,9.46,32.09,504.45,383.91,1235.07,2824.47,599.10
NY,17772000,1986,10.73,30.47,514.07,430.61,1221.08,2923.53,637.20
NY,17825000,1987,11.31,31.06,503.34,462.37,1216.42,3024.82,703.10
NY,17898000,1988,12.54,30.61,544.38,509.77,1218.35,3133.80,859.90
NY,17950000,1989,12.51,29.20,579.29,510.14,1176.21,3033.20,952.70
NY,17990455,1990,14.48,29.84,624.66,511.97,1160.69,2979.42,1042.70
NY,18058000,1991,14.24,28.16,622.12,499.42,1132.46,2944.30,1003.90
NY,18119000,1992,13.23,28.43,596.91,483.51,1068.20,2735.85,932.30
NY,18197000,1993,13.30,27.52,561.20,471.52,998.57,2644.21,835.00
NY,18169000,1994,11.10,25.87,476.73,451.87,906.21,2489.53,709.30
NY,18136000,1995,8.55,23.65,399.71,409.96,808.13,2344.42,565.70
NY,18185000,1996,7.44,22.95,339.96,356.65,713.93,2196.99,494.40
NY,18137000,1997,6.03,22.47,309.28,350.82,652.29,2130.64,439.40
NY,18175000,1998,5.08,21.14,270.29,341.25,576.73,1998.87,375.10
NY,18196601,1999,4.96,19.58,240.82,323.47,512.28,1858.14,320.20
NY,18976457,2000,5.02,18.60,213.63,316.66,463.45,1796.44,285.80
NY,19084350,2001,5.03,18.58,191.54,298.47,421.29,1725.58,253.00
NY,19134293,2002,4.75,20.30,191.56,280.04,400.85,1662.07,247.50
NY,19212425,2003,4.86,19.65,186.29,254.98,392.73,1620.94,235.30
NY,19280727,2004,4.61,18.71,173.78,243.31,366.67,1613.20,212.70
NY,19315721,2005,4.52,18.82,182.13,238.92,352.22,1564.63,185.00
NY,19306183,2006,4.78,16.41,178.49,235.50,355.41,1542.65,166.40
NY,19297729,2007,4.17,15.17,161.08,233.93,336.38,1506.30,145.20
NY,19490297,2008,4.29,14.36,163.09,216.13,336.29,1528.77,128.70
NY,19541453,2009,4.00,13.21,144.01,223.15,321.21,1498.85,111.90
NY,19395206,2010,4.48,14.42,147.61,227.88,339.46,1511.88,106.40
NY,19501616,2011,3.94,14.11,145.65,233.51,334.47,1473.52,98.70
NY,19576125,2012,3.49,14.49,146.26,242.04,328.92,1499.59,88.50
NY,19695680,2013,3.27,18.01,138.31,234.21,286.58,1455.53,78.60
NY,19748858,2014,3.12,30.51,121.71,229.36,256.92,1380.45,79.70
NY,19747183,2015,3.10,31.10,120.92,225.31,223.41,1305.69,77.30
NY,19836286,2016,3.17,31.66,112.47,227.34,200.89,1265.31,72.50
NY,19590719,2017,2.81,32.14,102.71,223.46,178.29,1251.07,68.20
NY,19542209,2018,2.88,33.65,93.07,220.91,159.33,1213.95,67.20
OH,10731000,1979,8.06,31.77,194.85,222.80,1287.19,2946.25,438.90
OH,10766808,1980,8.09,34.33,223.67,232.17,1466.30,3040.10,426.70
OH,10776000,1981,7.41,30.99,236.91,221.25,1493.61,3032.39,424.80
OH,10791000,1982,6.26,29.87,183.57,217.01,1309.57,2807.54,381.70
OH,10746000,1983,5.58,31.52,159.43,201.38,1155.58,2607.07,344.60
OH,10752000,1984,5.12,34.73,145.61,199.86,1049.92,2475.33,362.50
OH,10744000,1985,5.16,36.91,133.11,206.43,976.55,2476.41,352.70
OH,10752000,1986,5.53,38.61,142.14,234.66,987.83,2574.21,375.70
OH,10784000,1987,5.84,39.92,153.11,222.46,1062.50,2708.58,382.90
OH,10872000,1988,5.38,42.60,161.39,242.65,1031.36,2762.65,399.20
OH,10907000,1989,5.98,44.67,170.85,247.09,1018.22,2811.12,435.30
OH,10847115,1990,6.11,46.79,188.54,264.72,982.52,2864.11,490.60
OH,10939000,1991,7.16,52.55,215.16,286.98,1055.15,2915.56,500.40
OH,11016000,1992,6.57,52.10,199.03,268.22,947.32,2721.26,471.00
OH,11091000,1993,6.01,49.08,192.71,256.34,878.14,2667.75,435.30
OH,11102000,1994,5.96,47.12,187.54,245.15,866.29,2682.33,427.10
OH,11151000,1995,5.38,43.36,178.74,254.98,838.84,2669.03,414.90
OH,11173000,1996,4.82,41.32,164.11,218.43,835.37,2784.13,407.50
OH,11186000,1997,4.68,40.82,158.73,231.20,849.03,2824.14,406.00
OH,11209000,1998,3.95,40.53,133.46,184.51,810.11,2771.09,383.80
OH,11256654,1999,3.53,36.68,127.97,148.22,773.08,2558.92,348.20
OH,11353140,2000,3.68,37.62,137.50,155.34,780.72,2583.22,343.70
OH,11389785,2001,3.97,39.21,151.00,157.21,850.85,2598.61,370.80
OH,11408699,2002,4.61,42.15,156.64,148.33,869.20,2516.02,374.90
OH,11437680,2003,4.60,40.74,147.71,140.80,831.31,2460.14,358.60
OH,11450143,2004,4.42,41.43,152.22,140.68,842.94,2464.32,355.00
OH,11470685,2005,5.14,40.72,162.79,141.47,873.38,2432.73,362.00
OH,11478006,2006,4.88,41.56,169.18,145.87,920.36,2436.99,330.90
OH,11466917,2007,4.61,40.65,160.03,150.15,863.78,2308.18,296.10
OH,11485910,2008,4.76,39.45,162.86,144.98,891.77,2270.50,247.70
OH,11542645,2009,4.57,35.69,153.08,138.52,901.08,2163.95,196.30
OH,11537968,2010,4.15,32.33,142.88,135.30,928.46,2154.46,183.10
OH,11541007,2011,4.33,31.88,138.56,130.39,978.26,2137.98,181.30
OH,11553031,2012,4.14,33.00,133.26,131.05,911.55,2123.88,171.00
OH,11572005,2013,4.13,37.95,125.16,124.18,787.16,1968.54,168.70
OH,11596998,2014,4.00,45.08,110.20,126.39,685.23,1939.66,155.40
OH,11605090,2015,4.50,46.88,108.72,136.09,603.13,1864.30,149.90
OH,11622554,2016,5.88,49.51,108.19,144.10,577.16,1842.13,170.00
OH,11664129,2017,6.35,50.01,96.23,144.23,493.14,1734.55,177.60
OH,11689442,2018,4.82,45.34,78.58,151.20,412.22,1594.61,170.30
OK,2892000,1979,9.72,32.95,102.56,259.99,1474.62,2395.99,427.20
OK,3001252,1980,9.96,36.25,104.86,268.39,1692.69,2520.58,420.20
OK,3098000,1981,9.01,35.22,115.36,267.24,1588.77,2403.49,418.20
OK,3177000,1982,10.83,37.14,132.77,263.17,1603.90,2685.74,488.90
OK,3298000,1983,7.55,37.81,128.71,249.33,1509.46,2549.58,446.70
OK,3298000,1984,7.82,39.87,111.22,248.54,1454.79,2572.59,457.70
OK,3301000,1985,7.69,37.93,106.82,269.55,1612.12,2824.39,566.50
OK,3305000,1986,8.14,36.37,106.54,285.36,1786.81,3141.66,649.20
OK,3272000,1987,7.46,35.85,109.50,264.79,1782.79,3220.32,604.90
OK,3263000,1988,7.45,37.66,105.06,284.37,1643.40,2954.89,556.30
OK,3224000,1989,6.51,37.50,126.24,321.28,1563.62,2861.97,585.50
OK,3145585,1990,8.04,47.02,121.95,370.49,1447.46,3002.05,601.70
OK,3175000,1991,7.24,50.87,128.94,396.66,1478.24,3050.14,556.60
OK,3212000,1992,6.54,48.44,136.24,431.60,1359.84,2932.13,516.80
OK,3231000,1993,8.45,49.27,121.79,455.34,1235.00,2943.70,480.70
OK,3258000,1994,6.94,49.60,128.12,466.82,1251.20,3192.91,474.60
OK,3278000,1995,12.20,44.57,115.56,491.79,1271.93,3164.34,496.40
OK,3301000,1996,6.76,46.80,106.60,436.93,1255.59,3317.36,482.90
OK,3317000,1997,6.90,45.73,103.89,403.01,1206.36,3287.28,441.50
OK,3347000,1998,6.10,45.20,91.96,396.12,1143.35,2915.84,405.30
OK,3358044,1999,6.88,40.95,82.94,377.45,1026.55,2787.81,361.30
OK,3450654,2000,5.27,41.21,75.78,375.52,917.54,2785.44,357.80
OK,3469577,2001,5.33,42.83,79.15,383.59,996.46,2724.74,362.30
OK,3489700,2002,4.67,45.08,84.99,369.23,1007.85,2870.88,366.00
OK,3506469,2003,5.87,42.81,91.94,365.81,993.76,2948.95,369.50
OK,3523546,2004,5.28,44.19,87.70,363.33,1000.24,2874.12,367.70
OK,3543442,2005,5.28,41.80,91.15,371.00,1007.27,2647.54,392.00
