"","state","year","population","cluster","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft"
"1674","WA",2012,6895318,8,11.54,68139,3,33,84,178,890,2412,387
"1675","WA",2013,6973742,8,11.74,69017,2,37,84,167,839,2470,408
"1676","WA",2014,7063166,9,12.06,62714,3,39,80,164,784,2482,434
"1677","WA",2015,7160290,8,11.44,71271,3,39,76,168,714,2394,377
"1678","WA",2016,7280934,6,10.99,73573,3,43,78,180,676,2382,444
"1679","WA",2017,7425432,4,9.91,77256,3,44,73,183,588,2184,396
"1680","WA",2018,7535591,4,8.59,79726,3,45,74,189,533,2045,367
"1681","WI",1984,4766000,7,15.32,47882,2,17,66,111,834,2907,235
"1682","WI",1985,4775000,5,11.39,51879,3,18,70,116,796,2793,222
"1683","WI",1986,4785000,2,10.47,57970,3,20,73,162,783,2802,254
"1684","WI",1987,4807000,3,8.9,55913,3,20,66,160,843,2830,247
"1685","WI",1988,4858000,2,7.49,60525,3,20,67,124,729,2759,269
"1686","WI",1989,4867000,3,8.07,57103,4,20,75,123,733,2877,332
"1687","WI",1990,4891769,2,9.16,57387,5,21,113,127,751,2963,417
"1688","WI",1991,4955000,3,9.93,56134,5,25,119,128,752,3001,436
"1689","WI",1992,5007000,2,11.18,58598,4,26,120,125,692,2920,432
"1690","WI",1993,5038000,3,12.62,54511,4,25,113,121,663,2762,365
"1691","WI",1994,5082000,2,8.91,59484,4,23,113,130,646,2667,361
"1692","WI",1995,5123000,8,8.76,67222,4,23,105,148,613,2628,364
"1693","WI",1996,5160000,9,8.91,63953,4,21,97,131,588,2635,346
"1694","WI",1997,5170000,9,8.16,61965,4,20,101,145,571,2534,303
"1695","WI",1998,5224000,9,8.59,63811,4,20,86,140,569,2453,272
"1696","WI",1999,5250446,8,8.88,69042,3,20,85,138,488,2299,263
"1697","WI",2000,5363675,9,9.19,65929,3,22,85,127,470,2230,273
"1698","WI",2001,5405947,9,7.82,64471,4,21,82,124,498,2317,272
"1699","WI",2002,5439692,9,8.59,64250,3,23,87,113,513,2268,247
"1700","WI",2003,5474290,9,9.65,63324,3,22,80,115,485,2170,226
"1701","WI",2004,5503533,2,12.28,60943,3,21,74,112,433,2026,207
"1702","WI",2005,5527644,2,10,57552,4,21,82,135,442,2000,228
"1703","WI",2006,5556506,9,9.99,64536,3,22,100,161,487,2082,253
"1704","WI",2007,5601640,9,10.73,62253,3,22,98,168,498,2106,240
"1705","WI",2008,5627967,2,9.67,59860,3,20,92,161,488,2069,205
"1706","WI",2009,5654774,2,10.59,60112,3,20,87,150,474,1980,158
"1707","WI",2010,5691659,2,9.96,58114,3,21,79,146,468,1897,143
"1708","WI",2011,5709843,2,13.01,58248,2,21,81,146,476,1830,145
"1709","WI",2012,5724554,2,11.18,58159,3,21,82,178,488,1828,144
"1710","WI",2013,5742953,3,10.76,55849,3,32,84,162,424,1636,129
"1711","WI",2014,5759432,9,10.9,61665,3,29,89,171,371,1550,172
"1712","WI",2015,5767891,2,11.34,58745,4,31,91,178,340,1449,191
"1713","WI",2016,5772917,9,10.74,62593,4,35,82,187,338,1428,173
"1714","WI",2017,5792051,9,9.51,64998,3,38,75,205,303,1344,164
"1715","WI",2018,5813568,9,8.58,62629,3,39,60,194,243,1169,149
"1716","WV",1984,1952000,1,20.08,38880,4,16,38,110,648,1347,173
"1717","WV",1985,1936000,1,21.85,35670,4,19,38,106,618,1301,167
"1718","WV",1986,1919000,1,22.51,36111,6,19,41,99,625,1358,169
"1719","WV",1987,1897000,1,21.51,36486,5,23,31,79,604,1288,162
"1720","WV",1988,1884000,1,17.89,39606,5,19,34,74,611,1335,162
"1721","WV",1989,1857000,1,15.24,42503,7,19,43,79,627,1433,157
"1722","WV",1990,1793477,1,18.29,41366,6,24,38,102,657,1523,154
"1723","WV",1991,1801000,1,18.16,41735,6,23,43,119,667,1631,175
"1724","WV",1992,1812000,1,22.13,35662,6,22,43,140,623,1611,164
"1725","WV",1993,1820000,1,21.98,38475,7,20,43,138,599,1564,162
"1726","WV",1994,1822000,1,18.44,39609,5,20,42,148,586,1547,180
"1727","WV",1995,1828000,1,16.41,40837,5,21,43,141,565,1517,166
"1728","WV",1996,1826000,1,17.69,40365,4,20,40,146,546,1550,177
"1729","WV",1997,1816000,1,15.75,43018,4,20,43,152,586,1483,181
"1730","WV",1998,1811000,1,17.23,41232,4,19,37,188,613,1498,187
"1731","WV",1999,1806928,7,15.05,44293,4,19,37,291,570,1592,208
"1732","WV",2000,1808344,1,14.43,43006,3,18,41,254,547,1556,183
"1733","WV",2001,1800975,1,16.16,42188,2,18,39,220,533,1570,179
"1734","WV",2002,1804884,1,16.23,41094,3,18,36,176,536,1525,216
"1735","WV",2003,1811440,7,17.11,44840,4,17,39,196,580,1568,191
"1736","WV",2004,1812548,7,14.01,44473,4,19,43,216,607,1742,208
"1737","WV",2005,1814083,7,15.21,46976,5,18,45,206,625,1797,211
"1738","WV",2006,1818470,7,15.23,47965,4,22,47,208,637,1776,223
"1739","WV",2007,1812035,5,14.62,51101,4,21,47,205,597,1728,192
"1740","WV",2008,1814468,7,14.33,44420,4,21,49,201,597,1762,174
"1741","WV",2009,1819777,7,15.66,47504,5,26,50,225,660,1728,152
"1742","WV",2010,1854368,5,16.5,49372,3,20,42,237,581,1516,130
"1743","WV",2011,1854908,7,17.14,46794,5,20,43,228,552,1437,114
"1744","WV",2012,1856680,7,16.21,47721,4,22,45,249,618,1659,120
"1745","WV",2013,1853595,7,16.99,46502,3,38,35,229,535,1514,106
"1746","WV",2014,1848751,1,20.34,41993,5,32,35,244,507,1458,103
"1747","WV",2015,1841053,7,14.18,45389,5,39,43,262,514,1466,122
"1748","WV",2016,1828637,7,17.83,46412,5,37,39,281,499,1403,137
"1749","WV",2017,1817048,7,17.12,46499,5,44,37,275,416,1206,170
"1750","WV",2018,1805832,5,15.45,50573,4,36,32,218,296,1050,140
"1751","WY",1984,511000,3,10.37,54976,3,21,23,195,642,2645,154
"1752","WY",1985,509000,5,11.98,49279,4,22,20,210,691,2894,174
"1753","WY",1986,507000,5,14.4,51673,5,22,22,243,817,3078,169
"1754","WY",1987,490000,2,10,58502,2,31,20,230,718,2892,139
"1755","WY",1988,471000,3,9.13,54066,3,24,15,272,659,2852,143
"1756","WY",1989,475000,2,10.53,57884,4,28,17,209,632,2862,137
"1757","WY",1990,453588,3,11.24,55050,5,30,16,251,631,3129,149
"1758","WY",1991,460000,5,10.22,52378,3,26,17,264,692,3232,155
"1759","WY",1992,466000,3,10.52,53146,4,35,18,263,671,3434,150
"1760","WY",1993,470000,5,13.62,50523,3,34,17,231,643,3079,155
"1761","WY",1994,476000,3,9.45,55705,3,34,17,219,651,3205,162
"1762","WY",1995,480000,5,12.29,51751,2,34,18,200,612,3286,168
"1763","WY",1996,481000,5,12.06,49487,3,29,20,197,662,3203,139
"1764","WY",1997,480000,5,13.75,52306,4,29,18,205,625,3166,135
"1765","WY",1998,481000,3,10.6,54428,5,28,16,199,560,2860,139
"1766","WY",1999,479602,3,11.68,56314,2,29,15,186,490,2611,124
"1767","WY",2000,493782,2,10.53,57947,2,32,14,218,421,2495,116
"1768","WY",2001,493754,3,8.51,56471,2,31,17,208,502,2621,141
"1769","WY",2002,498830,3,8.82,55656,3,30,19,222,491,2667,149
"1770","WY",2003,502111,2,9.56,58241,3,27,17,215,520,2637,159
"1771","WY",2004,505887,2,9.88,60497,2,22,13,192,541,2639,158
"1772","WY",2005,508798,2,10.61,57639,3,24,15,188,477,2536,145
"1773","WY",2006,515004,2,9.9,58730,3,29,14,208,451,2380,156
"1774","WY",2007,522830,2,10.71,59178,4,33,16,204,452,2271,156
"1775","WY",2008,532668,9,10.14,62359,2,35,16,196,413,2175,138
"1776","WY",2009,544270,9,9.19,61559,2,32,14,172,400,2078,139
"1777","WY",2010,564554,2,9.39,60249,1,29,14,154,381,1971,105
"1778","WY",2011,567356,2,10.58,60991,3,26,13,178,329,1849,92
"1779","WY",2012,576626,9,9.71,63016,2,27,11,162,369,1823,101
"1780","WY",2013,583223,6,11.66,72817,3,35,13,157,335,1762,99
"1781","WY",2014,584304,2,9.41,59128,3,30,9,154,289,1572,103
"1782","WY",2015,586555,9,9.55,64575,3,29,10,180,300,1500,101
"1783","WY",2016,584910,2,10.6,60513,3,35,10,196,303,1520,137
"1784","WY",2017,578934,2,12.09,59247,2,44,17,172,269,1418,131
"1785","WY",2018,577737,9,9.17,62539,2,42,17,151,264,1376,145
