"","state","year","population","poverty.rate","percent","median.income","margin.of.error","cluster"
"1","AK",1984,500000,49000,9.8,74689,3400,6
"2","AK",1985,521000,45000,8.64,77625,2430,4
"3","AK",1986,534000,59000,11.05,68775,2231,8
"4","AK",1987,525000,60000,11.43,70468,3174,8
"5","AK",1988,513000,53000,10.33,67745,2421,8
"6","AK",1989,527000,51000,9.68,70599,2702,8
"7","AK",1990,550043,57000,10.36,73433,3040,6
"8","AK",1991,570000,62000,10.88,73224,3285,6
"9","AK",1992,587000,58000,9.88,73541,2034,6
"10","AK",1993,599000,52000,8.68,73670,2819,6
"11","AK",1994,606000,61000,10.07,76258,2511,6
"12","AK",1995,604000,45000,7.45,78710,3296,4
"13","AK",1996,607000,54000,8.9,84383,3049,4
"14","AK",1997,609000,56000,9.2,75109,1969,6
"15","AK",1998,614000,60000,9.77,78271,3280,4
"16","AK",1999,619500,48000,7.75,77703,3365,4
"17","AK",2000,626932,47000,7.5,77275,1695,4
"18","AK",2001,633630,54000,8.52,81556,2861,4
"19","AK",2002,641482,53000,8.26,73868,1502,6
"20","AK",2003,648280,62000,9.56,70945,1343,8
"21","AK",2004,657755,59000,8.97,73378,2760,6
"22","AK",2005,663253,66000,9.95,72041,1716,6
"23","AK",2006,670053,58000,8.66,70437,1866,8
"24","AK",2007,683478,51000,7.46,76477,1922,6
"25","AK",2008,686293,55000,8.01,74812,2691,6
"26","AK",2009,698473,81000,11.6,72275,2054,6
"27","AK",2010,714146,87000,12.18,66767,2758,8
"28","AK",2011,723860,83000,11.47,64260,4151,9
"29","AK",2012,730307,70000,9.59,69739,3111,8
"30","AK",2013,737259,76000,10.31,78249,5880,4
"31","AK",2014,737046,82000,11.13,71804,3348,6
"32","AK",2015,737709,65000,8.81,79611,3694,4
"33","AK",2016,741522,89000,12,79237,4276,4
"34","AK",2017,739786,103000,13.92,73992,2785,6
"35","AK",2018,737438,94000,12.75,68734,3390,8
"36","AL",1984,3990000,738000,18.5,39958,1397,1
"37","AL",1985,4021000,821000,20.42,40915,1696,1
"38","AL",1986,4053000,959000,23.66,41963,1941,1
"39","AL",1987,4083000,851000,20.84,41844,2432,1
"40","AL",1988,4127000,775000,18.78,40823,1866,1
"41","AL",1989,4118000,770000,18.7,41733,2098,1
"42","AL",1990,4040587,779000,19.28,43645,1938,1
"43","AL",1991,4089000,786000,19.22,43896,1926,7
"44","AL",1992,4136000,729000,17.63,45403,1861,7
"45","AL",1993,4187000,725000,17.32,43041,1867,1
"46","AL",1994,4219000,704000,16.69,45714,2621,7
"47","AL",1995,4253000,882000,20.74,42661,2078,1
"48","AL",1996,4273000,595000,13.92,48447,2011,7
"49","AL",1997,4319000,665000,15.4,49983,2515,5
"50","AL",1998,4352000,609000,13.99,55997,2018,3
"51","AL",1999,4369862,668000,15.29,54806,1798,3
"52","AL",2000,4447100,583000,13.11,51798,1568,5
"53","AL",2001,4468912,696000,15.57,49989,1430,5
"54","AL",2002,4478896,640000,14.29,52633,1486,5
"55","AL",2003,4503726,663000,14.72,50988,2162,5
"56","AL",2004,4525375,762000,16.84,48812,1736,5
"57","AL",2005,4548327,750000,16.49,47885,1566,7
"58","AL",2006,4599030,650000,14.13,47382,1266,7
"59","AL",2007,4627851,662000,14.3,51248,1724,5
"60","AL",2008,4661900,675000,14.48,51999,1940,5
"61","AL",2009,4708708,770000,16.35,46905,1061,7
"62","AL",2010,4785401,812000,16.97,47244,2765,7
"63","AL",2011,4803689,732000,15.24,47654,2261,7
"64","AL",2012,4817528,777000,16.13,47624,2771,7
"65","AL",2013,4833996,796000,16.47,51092,5950,5
"66","AL",2014,4846411,848000,17.5,44888,1623,7
"67","AL",2015,4853875,784000,16.15,49412,2408,5
"68","AL",2016,4860545,782000,16.09,49412,2408,5
"69","AL",2017,4875120,723000,14.83,52359,866,5
"70","AL",2018,4887871,779000,15.94,49936,2423,5
"71","AR",1984,2349000,564000,24.01,36181,1727,1
"72","AR",1985,2359000,541000,22.93,38946,1705,1
"73","AR",1986,2372000,499000,21.04,41082,1678,1
"74","AR",1987,2388000,537000,22.49,39921,2137,1
"75","AR",1988,2422000,527000,21.76,41282,1445,1
"76","AR",1989,2406000,442000,18.37,42025,1794,1
"77","AR",1990,2350725,472000,20.08,42578,1833,1
"78","AR",1991,2372000,425000,17.92,42254,1412,1
"79","AR",1992,2399000,430000,17.92,42015,2459,1
"80","AR",1993,2424000,484000,19.97,39535,1453,1
"81","AR",1994,2453000,369000,15.04,42972,1587,1
"82","AR",1995,2484000,376000,15.14,42370,1640,1
"83","AR",1996,2510000,449000,17.89,43364,1564,1
"84","AR",1997,2523000,515000,20.41,40942,1806,1
"85","AR",1998,2538000,377000,14.85,42716,1791,1
"86","AR",1999,2551373,384000,15.05,44875,1551,7
"87","AR",2000,2673400,436000,16.31,43424,1129,1
"88","AR",2001,2694698,472000,17.52,47400,1626,7
"89","AR",2002,2706268,532000,19.66,45332,1089,7
"90","AR",2003,2727774,474000,17.38,43798,1062,7
"91","AR",2004,2750000,412000,14.98,46620,1325,7
"92","AR",2005,2775708,382000,13.76,47250,1687,7
"93","AR",2006,2810872,487000,17.33,46265,958,7
"94","AR",2007,2834797,387000,13.65,49527,1637,5
"95","AR",2008,2855390,431000,15.09,46282,1396,7
"96","AR",2009,2889450,538000,18.62,42867,1066,1
"97","AR",2010,2921588,440000,15.06,44536,2844,7
"98","AR",2011,2938582,545000,18.55,46213,2069,7
"99","AR",2012,2949828,584000,19.8,42752,3081,1
"100","AR",2013,2958765,504000,17.03,42515,2593,1
"101","AR",2014,2966835,532000,17.93,47695,2703,7
"102","AR",2015,2977853,475000,15.95,45362,1666,7
"103","AR",2016,2988231,471000,15.76,48037,2265,7
"104","AR",2017,3002997,432000,14.39,50019,2706,5
"105","AR",2018,3013825,462000,15.33,49781,2108,5
"106","AZ",1984,3053000,569000,18.64,49457,1406,5
"107","AZ",1985,3187000,345000,10.83,53287,1660,3
"108","AZ",1986,3317000,484000,14.59,55931,1575,3
"109","AZ",1987,3386000,444000,13.11,56719,1891,3
"110","AZ",1988,3466000,491000,14.17,54099,1725,3
"111","AZ",1989,3556000,502000,14.12,55984,2373,3
"112","AZ",1990,3665228,484000,13.21,54609,2132,3
"113","AZ",1991,3750000,532000,14.19,55420,1617,3
"114","AZ",1992,3832000,607000,15.84,51649,1914,5
"115","AZ",1993,3936000,615000,15.63,52355,1922,5
"116","AZ",1994,4075000,673000,16.52,52601,1299,5
"117","AZ",1995,4218000,700000,16.6,50658,2232,5
"118","AZ",1996,4428000,980000,22.13,50581,2037,5
"119","AZ",1997,4555000,797000,17.5,51237,2030,5
"120","AZ",1998,4669000,812000,17.39,57269,1938,2
"121","AZ",1999,4778332,616000,12.89,55931,1713,3
"122","AZ",2000,5130632,607000,11.83,58172,1769,2
"123","AZ",2001,5306966,778000,14.66,60715,2049,2
"124","AZ",2002,5441125,735000,13.51,55616,1404,3
"125","AZ",2003,5579222,749000,13.42,56340,1946,3
"126","AZ",2004,5739879,830000,14.46,58430,1523,2
"127","AZ",2005,5953007,917000,15.4,58319,1638,2
"128","AZ",2006,6166318,902000,14.63,58250,1556,2
"129","AZ",2007,6338755,912000,14.39,57321,1888,2
"130","AZ",2008,6500180,1172000,18.03,54849,1315,3
"131","AZ",2009,6595778,1381000,20.94,53662,1456,3
"132","AZ",2010,6413158,1208000,18.84,54127,2570,3
"133","AZ",2011,6467315,1128000,17.44,54403,2712,3
"134","AZ",2012,6551149,1260000,19.23,51546,3202,5
"135","AZ",2013,6634997,1345000,20.27,56805,4713,3
"136","AZ",2014,6728783,1409000,20.94,52294,2446,5
"137","AZ",2015,6817565,1156000,16.96,55378,2128,3
"138","AZ",2016,6908642,1108000,16.04,59750,2062,2
"139","AZ",2017,7048876,926000,13.14,62615,2706,9
"140","AZ",2018,7171646,929000,12.95,62283,2291,9
"141","CA",1984,25622000,3375000,13.17,58372,840,2
"142","CA",1985,26365000,3596000,13.64,60215,781,2
"143","CA",1986,26981000,3453000,12.8,63629,1250,9
"144","CA",1987,27663000,3443000,12.45,63922,1141,9
"145","CA",1988,28168000,3687000,13.09,61982,1297,9
"146","CA",1989,29063000,3772000,12.98,64723,1212,9
"147","CA",1990,29760021,4128000,13.87,62206,1056,9
"148","CA",1991,30380000,4825000,15.88,60697,1235,2
"149","CA",1992,30867000,5197000,16.84,61404,1107,2
"150","CA",1993,31211000,5803000,18.59,58470,1117,2
"151","CA",1994,31431000,5658000,18,59388,1040,2
"152","CA",1995,31589000,5342000,16.91,60745,1187,2
"153","CA",1996,31878000,5472000,17.17,62052,1308,9
"154","CA",1997,32268000,5459000,16.92,62120,1352,9
"155","CA",1998,32667000,5118000,15.67,63204,891,9
"156","CA",1999,33145121,4733000,14.28,65961,1063,9
"157","CA",2000,33871648,4294000,12.68,68456,1003,8
"158","CA",2001,34600463,4321000,12.49,67195,1034,8
"159","CA",2002,35001986,4605000,13.16,66397,1072,8
"160","CA",2003,35462712,4634000,13.07,67473,1121,8
"161","CA",2004,35842038,4724000,13.18,65594,880,9
"162","CA",2005,36154147,4716000,13.04,66710,593,8
"163","CA",2006,36457549,4427000,12.14,69065,868,8
"164","CA",2007,36553215,4589000,12.55,67664,750,8
"165","CA",2008,36756666,5344000,14.54,66658,969,8
"166","CA",2009,36961664,5638000,15.25,65858,726,9
"167","CA",2010,37338198,6073000,16.26,62652,1364,9
"168","CA",2011,37683933,6352000,16.86,59713,1542,2
"169","CA",2012,37999878,6015000,15.83,62477,1356,9
"170","CA",2013,38431393,5675000,14.77,65640,1955,9
"171","CA",2014,38792291,6112000,15.76,64221,949,9
"172","CA",2015,38993940,5441000,13.95,67448,1813,8
"173","CA",2016,39296476,5435000,13.83,69729,1125,8
"174","CA",2017,39399349,4872000,12.37,71459,1487,6
"175","CA",2018,39557045,4664000,11.79,70489,1233,8
"176","CO",1984,3178000,274000,8.62,59558,1858,2
"177","CO",1985,3231000,324000,10.03,62895,1897,9
"178","CO",1986,3267000,426000,13.04,59642,2031,2
"179","CO",1987,3296000,398000,12.08,56140,2279,3
"180","CO",1988,3290000,405000,12.31,53647,2630,3
"181","CO",1989,3317000,393000,11.85,52560,2741,5
"182","CO",1990,3294394,461000,13.99,57428,1693,2
"183","CO",1991,3377000,347000,10.28,56793,2245,3
"184","CO",1992,3470000,376000,10.84,57148,2588,2
"185","CO",1993,3566000,354000,9.93,59182,2692,2
"186","CO",1994,3656000,335000,9.16,63594,2431,9
"187","CO",1995,3747000,335000,8.94,66813,2547,8
"188","CO",1996,3823000,412000,10.78,65470,2125,9
"189","CO",1997,3893000,320000,8.22,67658,3042,8
"190","CO",1998,3971000,363000,9.14,71951,1677,6
"191","CO",1999,4056133,366000,9.02,72837,2242,6
"192","CO",2000,4301261,425000,9.88,70538,1809,8
"193","CO",2001,4430989,383000,8.64,70231,1692,8
"194","CO",2002,4501051,436000,9.69,67597,2049,8
"195","CO",2003,4547633,436000,9.59,68349,1585,8
"196","CO",2004,4601821,450000,9.78,67811,2119,8
"197","CO",2005,4663295,530000,11.37,65026,1659,9
"198","CO",2006,4753377,466000,9.8,69537,1903,8
"199","CO",2007,4861515,478000,9.83,74228,1231,6
"200","CO",2008,4939456,541000,10.95,71251,2219,8
"201","CO",2009,5024748,613000,12.2,65618,1871,9
"202","CO",2010,5047692,615000,12.18,69520,2864,8
"203","CO",2011,5116302,661000,12.92,65601,2857,9
"204","CO",2012,5189458,613000,11.81,62735,2967,9
"205","CO",2013,5272086,560000,10.62,73325,4458,6
"206","CO",2014,5355588,661000,12.34,64702,2563,9
"207","CO",2015,5448819,538000,9.87,70585,3903,8
"208","CO",2016,5530105,467000,8.44,73841,4316,6
"209","CO",2017,5615902,427000,7.6,75980,3055,6
"210","CO",2018,5695564,521000,9.15,73034,3562,6
"211","CT",1984,3154000,218000,6.91,69138,2858,8
"212","CT",1985,3174000,237000,7.47,69385,2520,8
"213","CT",1986,3189000,186000,5.83,71769,3520,6
"214","CT",1987,3211000,207000,6.45,69681,2888,8
"215","CT",1988,3241000,128000,3.95,74109,2646,6
"216","CT",1989,3239000,90000,2.78,82981,3122,4
"217","CT",1990,3287116,196000,5.96,72633,3918,6
"218","CT",1991,3291000,287000,8.72,76005,3505,6
"219","CT",1992,3281000,321000,9.78,71851,3469,6
"220","CT",1993,3277000,277000,8.45,67810,2849,8
"221","CT",1994,3275000,344000,10.5,69080,2681,8
"222","CT",1995,3275000,318000,9.71,66054,3724,9
"223","CT",1996,3274000,392000,11.97,67339,4935,8
"224","CT",1997,3270000,282000,8.62,68835,3113,8
"225","CT",1998,3274000,310000,9.47,71811,4212,6
"226","CT",1999,3282031,246000,7.5,76489,3471,6
"227","CT",2000,3405565,258000,7.58,73363,1984,6
"228","CT",2001,3434602,249000,7.25,75847,1763,6
"229","CT",2002,3458587,279000,8.07,74726,1918,6
"230","CT",2003,3486960,278000,7.97,75226,2136,6
"231","CT",2004,3498966,352000,10.06,73427,2196,6
"232","CT",2005,3500701,326000,9.31,73258,2105,6
"233","CT",2006,3504809,275000,7.85,77910,2699,4
"234","CT",2007,3502309,309000,8.82,77870,2488,4
"235","CT",2008,3501252,376000,10.74,75623,3158,6
"236","CT",2009,3518288,292000,8.3,76085,2708,6
"237","CT",2010,3575498,303000,8.47,76174,2418,6
"238","CT",2011,3586717,356000,9.93,73194,3372,6
"239","CT",2012,3591765,363000,10.11,70396,3126,8
"240","CT",2013,3599341,400000,11.11,74814,3496,6
"241","CT",2014,3594762,308000,8.57,74492,2830,6
"242","CT",2015,3584730,324000,9.04,77255,4716,4
"243","CT",2016,3587685,351000,9.78,79446,3562,4
"244","CT",2017,3573880,388000,10.86,74554,3595,6
"245","CT",2018,3572665,348000,9.74,72812,5119,6
"246","DC",1984,623000,128000,20.55,47109,1985,7
"247","DC",1985,626000,123000,19.65,47036,1687,7
"248","DC",1986,626000,77000,12.3,53347,2746,3
"249","DC",1987,622000,88000,14.15,58216,2725,2
"250","DC",1988,620000,88000,14.19,54725,1531,3
"251","DC",1989,604000,102000,16.89,52454,1990,5
"252","DC",1990,606900,120000,19.77,51185,2919,5
"253","DC",1991,598000,98000,16.39,53883,3431,3
"254","DC",1992,589000,120000,20.37,53213,1977,3
"255","DC",1993,578000,158000,27.34,46854,2962,7
"256","DC",1994,570000,129000,22.63,50622,1861,5
"257","DC",1995,554000,122000,22.02,50469,1940,5
"258","DC",1996,543000,130000,23.94,51107,2523,5
"259","DC",1997,529000,113000,21.36,49860,1540,5
"260","DC",1998,523000,114000,21.8,51622,2024,5
"261","DC",1999,519000,80000,15.41,58463,2417,2
"262","DC",2000,572059,84000,14.68,60276,1568,2
"263","DC",2001,573822,101000,17.6,58532,1454,2
"264","DC",2002,569157,97000,17.04,54686,1393,3
"265","DC",2003,557620,92000,16.5,61648,1941,9
"266","DC",2004,554239,93000,16.78,57903,2484,2
"267","DC",2005,582049,115000,19.76,57994,2793,2
"268","DC",2006,581530,104000,17.88,60523,2096,2
"269","DC",2007,588292,104000,17.68,61653,1332,9
"270","DC",2008,591833,98000,16.56,64993,2061,9
"271","DC",2009,599657,107000,17.84,62346,2450,9
"272","DC",2010,604912,118000,19.51,65705,3847,9
"273","DC",2011,619020,123000,19.87,61821,2360,9
"274","DC",2012,633427,116000,18.31,71490,4022,6
"275","DC",2013,649111,139000,21.41,64844,5970,9
"276","DC",2014,659836,125000,18.94,72492,4674,6
"277","DC",2015,670377,113000,16.86,74268,3032,6
"278","DC",2016,684336,112000,16.37,74276,2861,6
"279","DC",2017,695691,94000,13.51,85415,3400,4
"280","DC",2018,702455,102000,14.52,85750,2659,4
"281","DE",1984,613000,63000,10.28,59600,2371,2
"282","DE",1985,622000,71000,11.41,51285,3049,5
"283","DE",1986,633000,79000,12.48,56207,2658,3
"284","DE",1987,644000,42000,6.52,62009,1855,9
"285","DE",1988,660000,57000,8.64,62428,2388,9
"286","DE",1989,673000,68000,10.1,62878,2222,9
"287","DE",1990,666168,48000,7.21,57561,2080,2
"288","DE",1991,680000,53000,7.79,58752,2003,2
"289","DE",1992,689000,55000,7.98,62767,2451,9
"290","DE",1993,700000,73000,10.43,61886,1457,9
"291","DE",1994,706000,57000,8.07,60299,2002,2
"292","DE",1995,717000,74000,10.32,57330,3033,2
"293","DE",1996,725000,63000,8.69,62847,2242,9
"294","DE",1997,732000,72000,9.84,67345,3227,8
"295","DE",1998,744000,80000,10.75,64013,2707,9
"296","DE",1999,753538,80000,10.62,70495,3449,8
"297","DE",2000,783600,65000,8.3,73646,2205,6
"298","DE",2001,796599,53000,6.65,70522,2087,8
"299","DE",2002,805945,73000,9.06,69495,2358,8
"300","DE",2003,818166,60000,7.33,67088,1886,8
"301","DE",2004,830069,74000,8.91,64031,1894,9
"302","DE",2005,841741,78000,9.27,66039,1387,9
"303","DE",2006,853476,80000,9.37,65468,2160,9
"304","DE",2007,864764,80000,9.25,66274,2621,8
"305","DE",2008,873092,82000,9.39,59278,1623,2
"306","DE",2009,885122,109000,12.31,61141,2090,2
"307","DE",2010,899792,109000,12.11,63727,2603,9
"308","DE",2011,908137,123000,13.54,61160,1952,2
"309","DE",2012,917053,121000,13.19,53659,2165,3
"310","DE",2013,925240,127000,13.73,58402,4697,2
"311","DE",2014,935968,103000,11,61073,3153,2
"312","DE",2015,944076,106000,11.23,61216,3595,2
"313","DE",2016,952698,110000,11.55,60740,3131,2
"314","DE",2017,957078,89000,9.3,63837,3380,9
"315","DE",2018,967171,72000,7.44,65012,3599,9
"316","FL",1984,10976000,1693000,15.42,45671,1080,7
"317","FL",1985,11366000,1551000,13.65,47632,975,7
"318","FL",1986,11675000,1342000,11.49,50116,1184,5
"319","FL",1987,12023000,1523000,12.67,51927,1009,5
"320","FL",1988,12377000,1704000,13.77,51993,972,5
"321","FL",1989,12671000,1590000,12.55,51147,931,5
"322","FL",1990,12937926,1896000,14.65,49864,848,5
"323","FL",1991,13277000,2069000,15.58,49136,856,5
"324","FL",1992,13488000,2139000,15.86,48114,925,7
"325","FL",1993,13679000,2507000,18.33,48992,1213,5
"326","FL",1994,13953000,2128000,15.25,49241,1062,5
"327","FL",1995,14166000,2321000,16.38,48822,1005,5
"328","FL",1996,14400000,2037000,14.15,48989,820,5
"329","FL",1997,14654000,2056000,14.03,50791,912,5
"330","FL",1998,14916000,1923000,12.89,53901,1184,3
"331","FL",1999,15111244,1937000,12.82,54171,948,3
"332","FL",2000,15982378,1754000,10.97,56817,1086,3
"333","FL",2001,16373330,2077000,12.69,51782,593,5
"334","FL",2002,16691701,2058000,12.33,53222,1159,3
"335","FL",2003,16999181,2148000,12.64,53338,1039,3
"336","FL",2004,17385430,2028000,11.66,54017,842,3
"337","FL",2005,17768191,1975000,11.12,55412,1044,3
"338","FL",2006,18089888,2068000,11.43,57026,785,3
"339","FL",2007,18251243,2250000,12.33,55596,692,3
"340","FL",2008,18328340,2370000,12.93,52444,1003,5
"341","FL",2009,18537969,2676000,14.44,53535,828,3
"342","FL",2010,18838613,3006000,15.96,50860,1782,5
"343","FL",2011,19082262,2822000,14.79,50468,1273,5
"344","FL",2012,19320749,2926000,15.14,50480,1216,5
"345","FL",2013,19600311,2888000,14.73,52400,3039,5
"346","FL",2014,19905569,3282000,16.49,48988,1009,5
"347","FL",2015,20244914,3253000,16.07,51750,1479,5
"348","FL",2016,20656589,2659000,12.87,53551,874,3
"349","FL",2017,20976812,2864000,13.65,54990,1860,3
"350","FL",2018,21299325,2883000,13.54,54644,1887,3
"351","GA",1984,5837000,981000,16.81,46130,1881,7
"352","GA",1985,5976000,1037000,17.35,46976,1759,7
"353","GA",1986,6104000,879000,14.4,53452,2439,3
"354","GA",1987,6222000,883000,14.19,56645,2926,3
"355","GA",1988,6401000,875000,13.67,54367,1834,3
"356","GA",1989,6436000,929000,14.43,54003,2002,3
"357","GA",1990,6478216,1001000,15.45,51501,2216,5
"358","GA",1991,6623000,1077000,16.26,49064,1962,5
"359","GA",1992,6751000,1177000,17.43,50662,2160,5
"360","GA",1993,6917000,919000,13.29,54334,2152,3
"361","GA",1994,7055000,1012000,14.34,52893,2081,5
"362","GA",1995,7201000,878000,12.19,55969,1472,3
"363","GA",1996,7353000,1097000,14.92,51954,2664,5
"364","GA",1997,7486000,1109000,14.81,57376,1434,2
"365","GA",1998,7642000,1034000,13.53,59701,1820,2
"366","GA",1999,7788240,1011000,12.98,59605,2049,2
"367","GA",2000,8186453,982000,12,61269,1215,2
"368","GA",2001,8405677,1069000,12.72,60533,1526,2
"369","GA",2002,8544005,939000,10.99,60102,1549,2
"370","GA",2003,8676460,1014000,11.69,58081,1340,2
"371","GA",2004,8918129,1132000,12.69,54616,824,3
"372","GA",2005,9132553,1298000,14.21,59196,1080,2
"373","GA",2006,9363941,1172000,12.52,61605,1511,9
"374","GA",2007,9544750,1294000,13.56,59053,1309,2
"375","GA",2008,9685744,1477000,15.25,54046,1361,3
"376","GA",2009,9829211,1775000,18.06,50848,1474,5
"377","GA",2010,9712157,1814000,18.68,50919,2103,5
"378","GA",2011,9812460,1783000,18.17,51440,2778,5
"379","GA",2012,9915646,1752000,17.67,52726,1648,5
"380","GA",2013,9994759,1592000,15.93,50738,4574,5
"381","GA",2014,10097132,1676000,16.6,52614,2133,5
"382","GA",2015,10199398,1833000,17.97,53809,1485,3
"383","GA",2016,10313620,1580000,15.32,56011,1757,3
"384","GA",2017,10413055,1356000,13.02,58406,2493,2
"385","GA",2018,10519475,1548000,14.72,55821,2032,3
"386","HI",1984,1039000,92000,8.85,66659,2807,8
"387","HI",1985,1054000,109000,10.34,64634,3227,9
"388","HI",1986,1062000,109000,10.26,63614,2645,9
"389","HI",1987,1083000,95000,8.77,74261,2277,6
"390","HI",1988,1093000,117000,10.7,67583,3033,8
"391","HI",1989,1112000,122000,10.97,68695,2604,8
"392","HI",1990,1108229,121000,10.92,72729,2642,6
"393","HI",1991,1135000,90000,7.93,67155,2939,8
"394","HI",1992,1160000,133000,11.47,74088,2525,6
"395","HI",1993,1172000,91000,7.76,73208,3018,6
"396","HI",1994,1179000,97000,8.23,71027,4073,8
"397","HI",1995,1187000,122000,10.28,70334,2121,8
"398","HI",1996,1184000,142000,11.99,66785,3027,8
"399","HI",1997,1187000,164000,13.82,64060,2189,9
"400","HI",1998,1193000,131000,10.98,63039,3658,9
"401","HI",1999,1185497,133000,11.22,67284,2770,8
"402","HI",2000,1211537,106000,8.75,75373,1744,6
"403","HI",2001,1227024,138000,11.25,67447,1786,8
"404","HI",2002,1240663,138000,11.12,66210,1919,9
"405","HI",2003,1248755,117000,9.37,70941,1823,8
"406","HI",2004,1262124,106000,8.4,74949,2252,6
"407","HI",2005,1273278,110000,8.64,76803,1562,6
"408","HI",2006,1285498,116000,9.02,75496,1961,6
"409","HI",2007,1283388,94000,7.32,77726,2580,4
"410","HI",2008,1288198,125000,9.7,71927,1732,6
"411","HI",2009,1295178,156000,12.04,65289,2373,9
"412","HI",2010,1363359,162000,11.88,68719,3152,8
"413","HI",2011,1378129,162000,11.76,66068,2832,9
"414","HI",2012,1390090,188000,13.52,61648,2471,9
"415","HI",2013,1408987,152000,10.79,69355,4230,8
"416","HI",2014,1420257,147000,10.35,75619,2841,6
"417","HI",2015,1431603,151000,10.55,68379,3010,8
"418","HI",2016,1428683,129000,9.03,75480,2626,6
"419","HI",2017,1424203,144000,10.11,75369,2281,6
"420","HI",2018,1420491,128000,9.01,80108,3482,4
"421","IA",1984,2910000,419000,14.4,45851,1720,7
"422","IA",1985,2884000,505000,17.51,46704,1348,7
"423","IA",1986,2851000,376000,13.19,49261,1645,5
"424","IA",1987,2834000,419000,14.78,47052,1934,7
"425","IA",1988,2834000,263000,9.28,49740,2206,5
"426","IA",1989,2840000,291000,10.25,51499,1553,5
"427","IA",1990,2776755,289000,10.41,50991,1842,5
"428","IA",1991,2795000,271000,9.7,51482,1825,5
"429","IA",1992,2812000,328000,11.66,50567,1710,5
"430","IA",1993,2814000,290000,10.31,49186,2128,5
"431","IA",1994,2829000,302000,10.68,55603,2152,3
"432","IA",1995,2842000,352000,12.39,58300,1546,2
"433","IA",1996,2852000,279000,9.78,53094,2441,3
"434","IA",1997,2852000,270000,9.47,52869,2006,5
"435","IA",1998,2862000,257000,8.98,57159,1856,2
"436","IA",1999,2869413,210000,7.32,62134,1708,9
"437","IA",2000,2926324,237000,8.1,59939,1186,2
"438","IA",2001,2931967,212000,7.23,58258,1611,2
"439","IA",2002,2935840,267000,9.09,57456,1612,2
"440","IA",2003,2941976,260000,8.84,56639,1210,3
"441","IA",2004,2952904,316000,10.7,57823,2027,2
"442","IA",2005,2965524,327000,11.03,59936,1726,2
"443","IA",2006,2982085,301000,10.09,60084,1861,2
"444","IA",2007,2988046,264000,8.84,59377,1762,2
"445","IA",2008,3002555,285000,9.49,58623,1512,2
"446","IA",2009,3007856,319000,10.61,59507,1801,2
"447","IA",2010,3050202,307000,10.06,56573,1549,3
"448","IA",2011,3064097,315000,10.28,56191,2209,3
"449","IA",2012,3075039,310000,10.08,58557,2343,2
"450","IA",2013,3092341,330000,10.67,64951,6623,9
"451","IA",2014,3109481,317000,10.19,61379,3636,2
"452","IA",2015,3121997,321000,10.28,64500,3471,9
"453","IA",2016,3130869,302000,9.65,61836,2599,9
"454","IA",2017,3143637,278000,8.84,65028,5646,9
"455","IA",2018,3156145,277000,8.78,68718,2910,8
"456","ID",1984,1001000,171000,17.08,48688,2223,5
"457","ID",1985,1005000,159000,15.82,46333,1335,7
"458","ID",1986,1003000,180000,17.95,45510,1491,7
"459","ID",1987,998000,150000,15.03,44009,1768,7
"460","ID",1988,999000,124000,12.41,47990,2055,7
"461","ID",1989,1014000,126000,12.43,48341,1869,7
"462","ID",1990,1006749,157000,15.59,47285,1822,7
"463","ID",1991,1039000,144000,13.86,47088,1855,7
"464","ID",1992,1067000,166000,15.56,48739,1538,5
"465","ID",1993,1099000,150000,13.65,53213,2270,3
"466","ID",1994,1133000,137000,12.09,53009,2148,3
"467","ID",1995,1163000,167000,14.36,53633,1832,3
"468","ID",1996,1189000,140000,11.77,55492,2144,3
"469","ID",1997,1210000,183000,15.12,52276,2095,5
"470","ID",1998,1229000,165000,13.43,56636,1683,3
"471","ID",1999,1251700,175000,13.98,54124,2136,3
"472","ID",2000,1293953,162000,12.52,54996,1743,3
"473","ID",2001,1320585,151000,11.43,54370,1373,3
"474","ID",2002,1343124,147000,10.94,52790,1569,5
"475","ID",2003,1367034,138000,10.09,57991,1344,2
"476","ID",2004,1395140,136000,9.75,59112,1848,2
"477","ID",2005,1429367,143000,10,56941,1616,3
"478","ID",2006,1466465,141000,9.61,57696,1638,2
"479","ID",2007,1499402,149000,9.94,59712,1567,2
"480","ID",2008,1523816,185000,12.14,55441,1965,3
"481","ID",2009,1545801,209000,13.52,54881,1483,3
"482","ID",2010,1571102,213000,13.56,54304,2157,3
"483","ID",2011,1583744,248000,15.66,53102,3903,3
"484","ID",2012,1595590,229000,14.35,52508,3477,5
"485","ID",2013,1612843,205000,12.71,52330,5921,5
"486","ID",2014,1634806,199000,12.17,56737,2731,3
"487","ID",2015,1652828,204000,12.34,54716,1335,3
"488","ID",2016,1680026,187000,11.13,59189,1320,2
"489","ID",2017,1718904,202000,11.75,61676,2459,9
"490","ID",2018,1754208,202000,11.52,58728,2405,2
"491","IL",1984,11511000,1753000,15.23,54828,1309,3
"492","IL",1985,11535000,1830000,15.86,55503,1167,3
"493","IL",1986,11533000,1517000,13.15,58148,1391,2
"494","IL",1987,11582000,1655000,14.29,57429,1137,2
"495","IL",1988,11544000,1436000,12.44,60420,1543,2
"496","IL",1989,11658000,1470000,12.61,61372,1222,2
"497","IL",1990,11430602,1606000,14.05,60809,1353,2
"498","IL",1991,11543000,1598000,13.84,57488,1287,2
