"","state","year","population","percent","median.income","homicide","rape","robbery","aggravated_assault","burglary","larceny","vehicle_theft","homicide_class"
"858","MO",2001,5637309,9.53,58774,6.6,24.53,137.85,371.56,762.37,2969.86,496.9,"LOW"
"859","MO",2002,5669544,2.15,59873,5.84,25.84,123.89,383.4,753.52,2820.7,491.7,"LOW"
"860","MO",2003,5719204,10.53,59893,5.05,24.48,116.9,344.31,734.32,2825.85,523.7,"LOW"
"861","MO",2004,5759532,2.24,56152,6.15,25.68,115.11,343.14,702.7,2747.86,449.6,"LOW"
"862","MO",2005,5797703,11.37,55407,6.93,28.03,124.12,366.59,738.6,2747.43,443,"LOW"
"863","MO",2006,5842713,11.28,55656,6.32,30.19,130.03,379.4,765.64,2633.61,434.7,"LOW"
"864","MO",2007,5878415,12.62,55852,6.24,30.37,131.46,392.66,763.76,2659.2,406.5,"LOW"
"865","MO",2008,5911605,13.19,53825,7.71,27.27,125.09,342.34,774.12,2537.42,351.1,"HIGH"
"866","MO",2009,5987580,15.47,57217,6.46,26.82,124.21,335.41,728.02,2350.93,291.1,"HIGH"
"867","MO",2010,5995715,14.84,52881,7.01,24.1,103.16,323.4,737.14,2343.77,269.1,"HIGH"
"868","MO",2011,6008984,15.14,51217,6.09,24.45,104.43,312.5,746.8,2311.19,255.1,"HIGH"
"869","MO",2012,6024522,15.02,54527,6.47,25.35,95.97,323.51,705.62,2339.95,271.1,"HIGH"
"870","MO",2013,6044917,13.63,49994,6.1,38.13,90.75,298.7,641.81,2225.24,270.4,"HIGH"
"871","MO",2014,6063827,10.22,60126,6.66,39.63,92.22,304.81,582.03,2057.59,269.8,"LOW"
"872","MO",2015,6076204,9.58,62742,8.28,42.35,105.05,342.86,560.04,2020.16,279.9,"LOW"
"873","MO",2016,6091176,12.51,57569,8.83,41.98,107.96,361.98,520.69,1980.72,300.4,"HIGH"
"874","MO",2017,6108612,10.9,58272,9.81,44.81,104.15,372.46,492.52,2019.38,326.4,"HIGH"
"875","MO",2018,6126452,12.16,61726,9.91,47.53,84.83,359.78,444.91,1878.75,323.4,"HIGH"
"876","MS",1984,2598000,24.17,35618,9.7,27.5,60.5,184.3,980.1,1653.3,144.5,"HIGH"
"877","MS",1985,2613000,24.65,36630,10.6,26.7,62.6,171.1,1021.9,1817,156,"HIGH"
"878","MS",1986,2625000,26.48,36219,11.2,25.8,64.6,172.4,1075.9,1845,150.1,"HIGH"
"879","MS",1987,2625000,24.27,39255,10.2,29.2,57,173.3,1201.4,1807,160.5,"HIGH"
"880","MS",1988,2627000,26.8,37176,8.6,36.2,77.2,203.3,1281,1820.3,166.4,"HIGH"
"881","MS",1989,2621000,21.59,39053,9.7,38.8,78.3,184.4,1145.3,1879.7,179.2,"HIGH"
"882","MS",1990,2573216,26.58,37705,12.2,44.1,86.2,198,1251.2,2070,207.6,"HIGH"
"883","MS",1991,2592000,24.5,35114,12.8,46.3,116.3,213.7,1331.9,2213.5,286.3,"HIGH"
"884","MS",1992,2614000,25.67,36188,12.2,44.6,124.5,230.4,1282.8,2251.4,336.5,"HIGH"
"885","MS",1993,2643000,24.18,38080,13.5,42.6,139.3,238.4,1285.8,2363.5,335.1,"HIGH"
"886","MS",1994,2669000,19.3,42695,15.3,45.4,162.5,270.5,1292.4,2646,405,"HIGH"
"887","MS",1995,2697000,23.36,43559,12.9,39.08,130.89,319.91,1131.07,2520.1,360.5,"HIGH"
"888","MS",1996,2716000,21.17,42651,11.08,36.12,134.24,306.81,1132.36,2551.51,350.8,"HIGH"
"889","MS",1997,2731000,16.66,44600,13.11,39,136.98,279.9,1187.44,2632.26,341.6,"HIGH"
"890","MS",1998,2752000,17.66,44963,11.45,37.28,123.33,238.63,1144.55,2490.01,338.7,"HIGH"
"891","MS",1999,2768619,16.11,49102,7.69,41.75,111.64,188.22,1051.39,2380.93,488.8,"HIGH"
"892","MS",2000,2844658,14.69,50153,8.96,35.82,95.02,221.12,946.26,2452.25,245,"HIGH"
"893","MS",2001,2859733,18.85,42882,9.86,40.11,115.19,184.74,1042.79,2458.8,331.3,"HIGH"
"894","MS",2002,2866733,17.89,43225,9.21,39.31,117.07,178.29,1032.29,2458.13,332.2,"HIGH"
"895","MS",2003,2882594,15.82,44792,9.26,37.43,104.63,172.55,1025.6,2369.64,312.1,"HIGH"
"896","MS",2004,2900768,18.48,46315,7.83,40.02,86.29,161.23,953.58,2255.95,271.6,"HIGH"
"897","MS",2005,2908496,19.63,42374,7.36,39.44,82.69,150.08,923.71,2092.94,258,"HIGH"
"898","MS",2006,2910540,20.48,43363,7.94,35.7,111.97,156.23,931.68,1972.35,286.2,"HIGH"
"899","MS",2007,2918785,22.44,45259,6.92,35.39,99.22,149.75,932.68,1934.81,246.4,"HIGH"
"900","MS",2008,2938618,17.87,42611,8.03,32.6,104.78,158.88,867.96,1828.41,212.8,"HIGH"
"901","MS",2009,2951996,22.29,41154,6.57,33.57,100.58,145.56,1001.32,1772.67,184.2,"HIGH"
"902","MS",2010,2970072,22.15,44044,6.87,31.35,93.5,137.61,1025.33,1777.2,180.4,"HIGH"
"903","MS",2011,2977457,17.13,45976,7.79,28.98,83.83,148.38,1031.82,1819.64,164.8,"HIGH"
"904","MS",2012,2986450,21.3,40148,7.13,27.42,76.24,149.34,940.38,1725.13,145,"HIGH"
"905","MS",2013,2992206,21.96,34916,7.25,34.22,80.64,155.37,834.47,1744.26,146.6,"HIGH"
"906","MS",2014,2993443,21.85,37714,8.65,36.15,80.34,153.17,798.34,1954.77,150.9,"HIGH"
"907","MS",2015,2989390,18.83,42435,8.46,38.74,77.34,149.43,838.57,1888.21,142.9,"HIGH"
"908","MS",2016,2985415,20.83,43006,7.94,42.94,81.5,149.36,786.79,1833.08,144.3,"HIGH"
"909","MS",2017,2989663,18,44500,6.36,22.01,83.35,144.53,750.89,1872.05,145.4,"HIGH"
"910","MS",2018,2986530,18.99,42781,5.73,17.98,53.41,157.24,697.77,1561.24,144,"HIGH"
"911","MT",1984,824000,13.96,45096,4.37,20.63,27.43,185.19,858.01,3286.41,270.6,"LOW"
"912","MT",1985,826000,16.22,45162,5.81,19.25,20.94,162.47,827.48,3238.01,275.3,"HIGH"
"913","MT",1986,819000,16.61,44587,2.93,17.34,19.54,117.58,792.55,3314.04,214.9,"HIGH"
"914","MT",1987,809000,17.8,43413,4.08,19.78,24.23,103.09,806.06,3404.33,237.8,"HIGH"
"915","MT",1988,804000,14.43,45495,2.61,16.79,22.64,80.97,703.61,3224,216.4,"LOW"
"916","MT",1989,806000,15.76,46454,2.85,17.99,17,78.16,691.69,2964.27,225.6,"LOW"
"917","MT",1990,799065,16.77,43679,4.88,24.4,21.65,108.38,709.08,3391.21,242.5,"HIGH"
"918","MT",1991,808000,15.72,44764,2.6,19.8,18.56,98.89,523.64,2778.34,206.3,"LOW"
"919","MT",1992,824000,14.32,46665,2.91,25.49,26.94,114.56,643.93,3548.91,233.4,"LOW"
"920","MT",1993,839000,15.14,45423,2.98,27.89,32.42,114.18,714.18,3652.09,246.2,"LOW"
"921","MT",1994,856000,11.33,46445,3.27,27.22,32.71,113.9,721.73,3833.76,286.2,"LOW"
"922","MT",1995,870000,15.29,45559,4.02,26.55,29.08,111.72,581.61,3769.77,274.6,"HIGH"
"923","MT",1996,879000,17.63,45860,3.87,27.08,29.69,100.34,558.36,3518.54,255.7,"HIGH"
"924","MT",1997,879000,15.81,45716,4.78,19.45,20.36,87.49,569.06,3459.73,247.9,"HIGH"
"925","MT",1998,880000,17.39,48756,2.05,26.7,26.36,149.09,519.89,3402.27,232.8,"HIGH"
"926","MT",1999,882779,15.97,46925,2.49,33.19,27.07,174,439.07,2645.4,212.3,"LOW"
"927","MT",2000,902195,13.97,47928,2.22,34.14,22.5,252.27,401.69,2957.01,210.2,"LOW"
"928","MT",2001,905382,13.14,45675,3.76,20.76,25.4,302.08,405.35,2726.36,201.1,"LOW"
"929","MT",2002,910372,13.4,48758,1.76,26.03,31.09,292.3,361.28,2601.02,195.9,"LOW"
"930","MT",2003,918157,15.14,46681,3.27,26.79,32.46,302.45,405.38,2483.24,207.6,"LOW"
"931","MT",2004,926920,13.92,45250,3.24,29.45,25.14,235.94,379.21,2382.3,174.6,"LOW"
"932","MT",2005,934737,13.69,48095,1.93,32.2,18.94,228.73,389.63,2545.53,211,"LOW"
"933","MT",2006,944632,13.23,51319,3.49,36.84,24.67,312.29,357.81,2292.85,206.1,"LOW"
"934","MT",2007,957861,12.74,52999,2.82,37.9,24.33,314.76,362.89,2329.67,213.6,"LOW"
"935","MT",2008,967440,12.92,50156,4.13,37,21.09,249.21,381.32,2153.52,183.7,"LOW"
"936","MT",2009,974989,13.44,47442,3.28,36.62,23.38,223.69,378.06,2002.89,165.3,"LOW"
"937","MT",2010,990958,14.33,47645,2.52,33.5,15.54,224.23,372.57,2035,156.5,"LOW"
"938","MT",2011,997667,16.34,45066,2.91,36.69,17.14,219.41,335.48,1913.36,145.2,"HIGH"
"939","MT",2012,1005494,13.33,49403,2.88,38.99,20.09,216.81,389.86,2037.21,168.9,"LOW"
"940","MT",2013,1014864,14.29,46644,2.27,46.02,21.38,218.45,406.16,1989.63,185.3,"LOW"
"941","MT",2014,1023252,11.83,54256,3.71,54.53,19.74,250.48,355.63,1937.55,199.6,"LOW"
"942","MT",2015,1032073,11.72,54474,3.68,55.42,20.35,273.91,376.62,2031.45,234.8,"LOW"
"943","MT",2016,1038656,11.65,59724,3.56,57.57,25.8,287.2,381.84,2062.95,266,"LOW"
"944","MT",2017,1053090,9.59,60527,3.89,60.68,22.22,287.06,344.04,2001.06,246.7,"LOW"
"945","MT",2018,1062305,10.07,57679,3.2,51.87,25.32,293.7,306.6,1926.47,263.2,"LOW"
"946","NC",1984,6165000,13.95,47481,8.74,21.57,74.81,298.52,1131.34,2330.9,178.3,"HIGH"
"947","NC",1985,6255000,13.8,47873,8.31,23.79,78.23,310.57,1150.84,2358.59,191,"HIGH"
"948","NC",1986,6331000,13.96,47949,8.13,26.43,87.68,353.64,1225.04,2422.65,208.3,"HIGH"
"949","NC",1987,6413000,13.3,48261,8.09,29.05,93.92,352.94,1356.06,2586.01,223.8,"HIGH"
"950","NC",1988,6526000,12.2,49965,7.81,28.09,108.57,357.42,1391.22,2718.76,250.4,"LOW"
"951","NC",1989,6571000,11.72,51776,8.89,29.89,133.47,374.13,1503.45,2918.63,285.3,"HIGH"
"952","NC",1990,6628637,12.51,49199,10.73,34.28,152.1,426.44,1530.39,3048.27,283.7,"HIGH"
"953","NC",1991,6737000,14.31,48417,11.41,34.6,177.97,434.39,1692.28,3238.71,299.3,"HIGH"
"954","NC",1992,6843000,15.78,48857,10.57,35.88,186.82,447.73,1653.03,3181.6,286.6,"HIGH"
"955","NC",1993,6945000,13.91,49455,11.3,34.25,192.43,441.32,1515.77,3168.77,288.5,"HIGH"
"956","NC",1994,7070000,13.86,50619,10.92,33.01,181.2,429.86,1472.67,3195.71,301.9,"HIGH"
"957","NC",1995,7195000,12.19,52489,9.41,32.24,179.24,425.5,1417.58,3264.92,310.6,"HIGH"
"958","NC",1996,7323000,12.09,56919,8.45,31.26,163.88,384.53,1345.61,3257.01,335.5,"HIGH"
"959","NC",1997,7425000,11.3,56088,8.27,31.62,172.62,394.51,1346.83,3208.46,329.2,"LOW"
"960","NC",1998,7546000,13.77,55336,8.11,30.63,160.79,379.9,1324.56,3092.04,326.2,"HIGH"
"961","NC",1999,7650789,13.97,56323,7.21,28.17,157.98,348.72,1286.89,3012.28,334.3,"HIGH"
"962","NC",2000,8049313,12.42,56029,6.96,27.1,156.47,307.04,1216.1,2891.76,313.9,"LOW"
"963","NC",2001,8206105,12.34,54257,6.15,25.38,162.12,299.45,1241.62,2891.03,300.3,"LOW"
"964","NC",2002,8305820,14.03,51110,6.6,26.44,146.95,290.99,1198.38,2760.8,299.4,"HIGH"
"965","NC",2003,8421190,15.31,51021,6.01,25.4,145.22,277.5,1195.64,2755.92,319.3,"HIGH"
"966","NC",2004,8540468,14.39,53622,6.23,27.39,137.95,276.23,1184.86,2659.66,316,"HIGH"
"967","NC",2005,8672459,12.86,54208,6.75,26.54,145.69,289.74,1202.63,2549.35,328,"LOW"
"968","NC",2006,8856505,13.83,49686,6.09,28.17,152.07,288.89,1211.91,2564.37,339.9,"HIGH"
"969","NC",2007,9061032,15.7,52827,6.45,26.33,149.36,283.93,1199.64,2574.11,308.5,"HIGH"
"970","NC",2008,9222414,13.93,50191,6.5,24.9,155.31,280.91,1209.62,2542.5,289.8,"HIGH"
"971","NC",2009,9380884,16.8,49165,5.21,24.58,126.05,248.65,1149.47,2301.73,212.7,"HIGH"
"972","NC",2010,9560234,17.08,50588,4.96,20.94,100.63,236.22,1075.56,2176.28,191.6,"HIGH"
"973","NC",2011,9651103,15.12,50581,5.16,20.3,97.9,222.94,1093.49,2232.42,174.3,"HIGH"
"974","NC",2012,9748364,16.95,45530,4.91,20.35,96.34,231.93,1018.87,2186.53,165.4,"HIGH"
"975","NC",2013,9848917,18.21,50030,4.7,25.63,94.17,216.52,915.65,2041.27,146.3,"HIGH"
"976","NC",2014,9940387,16.88,49672,5.01,24.47,84.61,215.05,797.41,1937.64,137.1,"HIGH"
"977","NC",2015,10035186,15.04,53840,5.15,25.82,87.9,227.25,744.98,1870.74,133.8,"HIGH"
"978","NC",2016,10156689,13.42,56259,6.68,28.03,91.92,245.22,709.7,1874.4,150.7,"HIGH"
"979","NC",2017,10270800,14.55,51570,6.06,18.93,96.23,249.18,635.27,1792.65,156.9,"HIGH"
"980","NC",2018,10383620,13.05,53369,6.05,25.36,81.12,265.09,599.89,1724.42,169.8,"LOW"
"981","ND",1984,686000,15.45,47947,1.17,13.12,7.73,31.63,399.13,2019.83,110.8,"LOW"
"982","ND",1985,685000,15.77,47324,1.02,7.3,6.42,32.26,427.01,2087.15,118.2,"LOW"
"983","ND",1986,679000,12.96,47175,1.03,11.63,6.92,31.66,385.13,2049.19,119.9,"LOW"
"984","ND",1987,672000,11.16,47870,1.49,9.38,7.59,38.39,455.36,2197.62,123.2,"LOW"
"985","ND",1988,663000,11.46,49304,1.81,11.16,8.14,38.01,437.71,2112.67,118.6,"LOW"
"986","ND",1989,660000,11.97,49468,0.61,11.82,9.24,41.52,358.94,2025.76,113,"LOW"
"987","ND",1990,638800,13.62,47209,0.78,17.85,7.83,47.43,426.58,2288.82,133.1,"LOW"
"988","ND",1991,635000,14.49,46684,1.1,18.27,8.03,37.95,372.76,2228.98,126.8,"LOW"
"989","ND",1992,636000,11.64,47428,1.89,23.27,7.86,50.31,391.04,2279.56,149.4,"LOW"
"990","ND",1993,635000,11.02,48251,1.73,23.46,8.35,48.66,373.23,2216.22,148.7,"LOW"
"991","ND",1994,638000,10.19,47533,0.16,23.35,11.13,47.18,324.45,2178.53,151.1,"LOW"
"992","ND",1995,641000,11.86,47746,0.94,22.78,9.98,53.04,350.7,2249.77,179.1,"LOW"
"993","ND",1996,644000,10.71,50314,2.17,24.07,11.02,46.74,309.16,2085.87,190.1,"LOW"
"994","ND",1997,641000,13.57,49548,0.94,24.8,6.4,55.07,358.81,2085.34,180,"LOW"
"995","ND",1998,638000,15.2,46791,1.1,33.23,10.19,44.83,356.43,2058.62,176.6,"LOW"
"996","ND",1999,633666,12.78,49382,1.58,22.41,8.84,34.09,368.81,1795.11,163.5,"LOW"
"997","ND",2000,642200,10.12,52635,0.62,26.32,8.72,45.78,325.91,1727.19,153.5,"LOW"
"998","ND",2001,636550,13.51,50889,1.1,25.76,9.43,43.04,340.11,1819.65,170.6,"LOW"
"999","ND",2002,633911,11.52,50669,0.79,25.71,9.15,42.59,353.84,1814.29,160.6,"LOW"
"1000","ND",2003,633400,9.63,55306,1.42,25.26,8.37,45.15,309.28,1630.41,170.2,"LOW"
"1001","ND",2004,636308,9.59,52265,1.26,27.82,6.76,51.86,320.6,1495.5,147.3,"LOW"
"1002","ND",2005,634605,11.03,54383,1.89,28.36,8.51,72.49,321.93,1533.55,169,"LOW"
"1003","ND",2006,635867,11.01,51246,2.2,37.9,11.79,145.47,409.05,1521.07,170.8,"LOW"
"1004","ND",2007,639715,8.91,57309,2.66,39.39,11.72,156.16,361.72,1485.04,153.5,"LOW"
"1005","ND",2008,641481,11.54,58026,1.71,51.6,11.38,159.94,364.16,1524.91,142,"LOW"
"1006","ND",2009,646844,10.67,58749,1.86,45.76,16.54,202.21,375.05,1464.65,141.1,"LOW"
"1007","ND",2010,674629,12.15,58870,1.48,36.32,13.34,178.32,296.46,1354.37,129.4,"LOW"
"1008","ND",2011,684740,9.78,63063,3.5,38.85,13.29,192.48,358.97,1444.49,143.9,"LOW"
"1009","ND",2012,701345,11.26,61103,3.56,39.78,18.11,184.22,346.33,1523.79,168.4,"LOW"
"1010","ND",2013,723857,9.81,63867,2.21,49.04,22.24,199.9,411.55,1511.62,198.2,"LOW"
"1011","ND",2014,740040,9.59,64479,3.11,51.62,23.65,192.02,371.74,1561.94,204.7,"LOW"
"1012","ND",2015,756835,10.83,60854,2.77,51.66,21.01,182.07,435.5,1676.19,229.1,"LOW"
"1013","ND",2016,755548,10.99,62977,2.12,47.12,23.96,178.94,429.89,1621.21,258.6,"LOW"
"1014","ND",2017,755176,11.12,61346,1.32,53.76,24.23,203.13,390.24,1581.62,233.3,"LOW"
"1015","ND",2018,760077,9.47,66505,2.37,52.23,20.79,205.24,358.38,1448.27,233.5,"LOW"
"1016","NE",1984,1606000,13.26,49392,3.36,23.72,43.15,155.6,643.77,2482.88,144,"LOW"
"1017","NE",1985,1606000,14.63,48650,2.93,23.41,48.51,163.08,730.39,2570.24,156,"LOW"
"1018","NE",1986,1598000,13.77,47754,3.13,24.59,51.13,183.73,748.19,2677.35,167.6,"LOW"
"1019","NE",1987,1594000,11.98,49338,3.45,21.64,47.11,178.98,847.93,2866.5,165.9,"LOW"
"1020","NE",1988,1601000,10.24,51488,3.62,24.05,56.09,189.44,765.21,2912.8,188.8,"LOW"
"1021","NE",1989,1611000,12.66,51605,2.48,23.65,51.96,201.43,745.5,2880.38,186.2,"LOW"
"1022","NE",1990,1578385,10.58,51353,2.72,29.97,51.13,246.2,723.78,2981.15,178.2,"LOW"
"1023","NE",1991,1593000,9.86,53278,3.26,28.06,54.05,249.22,726.55,3080.41,212.6,"LOW"
"1024","NE",1992,1606000,10.52,52863,4.23,31.38,56.72,256.23,714.63,3060.02,200.8,"LOW"
"1025","NE",1993,1607000,10.52,53210,3.92,27.82,62.41,283.63,663.47,2912.94,326.8,"LOW"
"1026","NE",1994,1623000,9,53443,3.14,30.81,75.35,280.22,675.48,2991.19,384.2,"LOW"
"1027","NE",1995,1637000,9.71,54049,2.93,19.36,65.18,294.5,631.89,3179.23,351.4,"LOW"
"1028","NE",1996,1652000,10.23,54381,2.91,27.06,63.68,341.1,614.53,3045.7,342,"LOW"
"1029","NE",1997,1657000,9.84,54292,3.02,24.5,66.2,344.72,592.21,2918.71,334.4,"LOW"
"1030","NE",1998,1663000,12.69,56223,3.07,25.08,77.57,345.7,634.03,2971.74,348,"LOW"
"1031","NE",1999,1666028,11.04,58397,3.6,24.85,75.87,325.86,609.71,2741.79,326.5,"LOW"
"1032","NE",2000,1711263,8.47,61048,3.68,25.48,67.03,231.41,592.02,2870.28,305.6,"LOW"
"1033","NE",2001,1720039,9.19,62004,2.5,25.06,65.58,210,567.43,3064.64,377.3,"LOW"
"1034","NE",2002,1727564,10.48,59901,2.78,26.86,78.67,205.9,597.89,2977.6,371,"LOW"
"1035","NE",2003,1737475,9.67,60184,3.22,29.01,67.05,194.54,583.2,2815.81,352.9,"LOW"
"1036","NE",2004,1747704,9.33,58350,2.29,35.48,65.11,205.7,562.22,2654.85,302.5,"LOW"
"1037","NE",2005,1758163,9.5,61770,2.5,33.05,59.15,192.64,535.1,2579.91,317,"LOW"
"1038","NE",2006,1768331,10.18,60108,2.88,32.63,64.24,194.14,539.21,2528.37,292.1,"LOW"
"1039","NE",2007,1774571,9.81,59700,4,30.99,62.83,213.46,509.14,2337.69,295.6,"LOW"
"1040","NE",2008,1783432,10.54,59308,3.87,33.7,72.72,202.03,489.56,2152.82,236.9,"LOW"
"1041","NE",2009,1796619,9.8,58186,2.28,34.34,67.91,184.85,485.69,2087.03,195.3,"LOW"
"1042","NE",2010,1830141,10.05,60599,2.95,36.83,55.73,182.77,454.5,2016.02,197.4,"LOW"
"1043","NE",2011,1842234,10.15,62229,3.69,37.94,53.9,158.07,473.61,2065.97,223,"LOW"
"1044","NE",2012,1855350,12.18,57191,2.8,38.27,60.8,156.95,471.34,2064.35,224.1,"LOW"
"1045","NE",2013,1868969,10.81,62216,3,45.32,55.38,161.1,478.61,1915.01,238.7,"LOW"
"1046","NE",2014,1882980,11.74,60380,2.81,46.63,55.44,171.32,421.46,1862.1,236.8,"LOW"
"1047","NE",2015,1893765,10.14,64097,3.27,46.73,52.49,170.35,340.22,1697.57,211.5,"LOW"
"1048","NE",2016,1907603,9.38,62129,2.57,58.08,49.59,186.52,338.59,1677.97,247.9,"LOW"
"1049","NE",2017,1917575,10.12,61072,2.19,62.11,53.19,194.31,339.65,1672.11,275.3,"LOW"
"1050","NE",2018,1929268,10.31,67575,2.28,63.91,39.19,179.39,271.92,1555.3,252.6,"LOW"
"1051","NH",1984,977000,6.96,59819,1.02,20.68,23.23,88.95,735.93,2079.22,188.6,"LOW"
"1052","NH",1985,998000,5.91,58925,2.1,19.14,26.65,92.89,762.32,2150.2,198.6,"LOW"
"1053","NH",1986,1027000,3.6,67003,2.24,21.52,23.56,92.21,755.01,2207.89,227.7,"LOW"
"1054","NH",1987,1057000,4.82,68570,3.03,26.58,26.49,93.47,694.8,2310.88,216.5,"LOW"
"1055","NH",1988,1097000,6.65,70860,2.28,25.16,21.06,99.36,682.68,2275.66,227.7,"LOW"
"1056","NH",1989,1107000,7.59,73591,3.25,29.54,23.85,111.83,736.86,2446.88,244,"LOW"
"1057","NH",1990,1109252,6.13,76249,1.89,34.8,27.23,67.61,735.45,2534.23,244,"LOW"
"1058","NH",1991,1105000,7.33,64967,3.62,29.86,33.03,52.76,735.38,2372.85,220.3,"LOW"
"1059","NH",1992,1111000,8.73,69379,1.62,38.16,33.03,52.93,621.87,2138.07,194.9,"LOW"
"1060","NH",1993,1125000,9.96,65147,2.04,44.36,27.29,64.09,515.11,2058.04,194,"LOW"
"1061","NH",1994,1137000,7.65,59244,1.41,35.8,27.09,52.51,463.94,1957.78,202.5,"LOW"
"1062","NH",1995,1148000,5.23,64294,1.83,29.01,27.35,56.27,418.64,1977.18,145.1,"LOW"
"1063","NH",1996,1162000,6.28,63003,1.72,34.77,27.28,54.39,435.71,2117.99,151.6,"LOW"
"1064","NH",1997,1173000,9.29,64160,1.36,33.67,23.36,54.82,393.18,1997.44,135.8,"LOW"
"1065","NH",1998,1185000,10.04,69417,1.52,33.76,21.52,50.38,325.06,1863.21,124.4,"LOW"
"1066","NH",1999,1201134,7.99,69629,1.5,28.72,21.4,44.87,307.88,1764.58,112.7,"LOW"
"1067","NH",2000,1235786,4.53,74466,1.78,42.24,36.66,94.68,403.95,1679.98,173.8,"LOW"
"1068","NH",2001,1259359,6.43,72980,1.35,36.37,35.34,97.19,388.21,1592.87,169.9,"LOW"
"1069","NH",2002,1274405,5.73,77433,0.94,35,32.41,92.98,379.63,1527.61,152.5,"LOW"
"1070","NH",2003,1288705,5.66,76050,1.32,33.99,37.25,77.75,356.09,1546.82,150,"LOW"
"1071","NH",2004,1299169,5.47,75712,1.31,35.87,38.49,93.83,383.24,1518.12,150.6,"LOW"
"1072","NH",2005,1306819,5.59,73450,1.45,31.07,27.93,74.3,320.78,1415.12,103,"LOW"
"1073","NH",2006,1314895,5.4,77368,0.99,22.44,33.08,79.25,334.25,1534.65,113,"LOW"
"1074","NH",2007,1315828,5.78,82041,0.91,27.13,34.27,81.77,385.61,1513.04,107.2,"LOW"
"1075","NH",2008,1315809,6.92,77369,1.06,29.26,32,93.78,324.21,1726.24,106.9,"LOW"
"1076","NH",2009,1324575,7.78,75240,0.83,30.12,34.28,95.2,371.06,1717.38,85.1,"LOW"
"1077","NH",2010,1316807,6.38,76907,0.99,31.21,34.17,101,413.42,1730.63,75.7,"LOW"
"1078","NH",2011,1317807,7.51,73714,1.21,44.09,38.62,133.4,473.82,1927.29,84.5,"LOW"
"1079","NH",2012,1321617,8.02,74310,1.13,36.77,35.64,141.42,453.08,1893.44,80.4,"LOW"
"1080","NH",2013,1322616,9,74607,1.59,58.82,48.77,129.14,399.44,1828.8,71.4,"LOW"
"1081","NH",2014,1327996,7.15,77928,1.2,44.88,40.96,110.62,315.59,1585.17,64.6,"LOW"
"1082","NH",2015,1330111,7.07,80208,1.13,48.42,35.71,117.13,261.78,1434.17,67.3,"LOW"
"1083","NH",2016,1335015,6.29,79799,1.42,45.62,32.28,120.52,223.89,1232.5,65.9,"LOW"
"1084","NH",2017,1349767,6.52,76624,0.96,45.86,32.67,116.24,189.22,1117.75,67.3,"LOW"
"1085","NH",2018,1356458,6.05,81346,1.55,39.37,26.47,105.79,136.16,1048.24,64.1,"LOW"
"1086","NJ",1984,7515000,10.09,64117,5.35,32.55,242.42,247.41,1062.82,2690.37,574.6,"LOW"
"1087","NJ",1985,7562000,8.34,69139,5.38,32.06,254.99,252.04,1056.9,2828.71,664.3,"LOW"
"1088","NJ",1986,7620000,8.91,69562,5.24,33.22,268.67,265.35,1070.8,2822.48,775.5,"LOW"
"1089","NJ",1987,7672000,8.16,72605,4.58,33.36,232.82,270.27,1008.76,2866.35,845.4,"LOW"
"1090","NJ",1988,7720000,6.15,74261,5.32,33.68,245.17,298.64,980.25,2837.9,894.4,"LOW"
"1091","NJ",1989,7736000,8.04,76705,5.09,31.66,273.25,298.98,976.58,2764.71,919.2,"LOW"
"1092","NJ",1990,7730188,9.2,72379,5.59,29.84,301.01,311.1,1017.16,2842.97,939.5,"LOW"
"1093","NJ",1991,7760000,9.72,72209,5.23,29.11,293.09,307.32,1015.73,2854.95,925.9,"LOW"
"1094","NJ",1992,7789000,10.31,68612,5.1,30.71,285.22,304.79,969.42,2653.56,815.6,"LOW"
"1095","NJ",1993,7879000,10.99,69498,5.31,28.11,295.96,297.47,973.96,2486.05,714,"LOW"
"1096","NJ",1994,7904000,9.24,71069,5.01,24.95,287.98,296.23,911.87,2474.92,660,"LOW"
"1097","NJ",1995,7945000,7.77,72095,5.15,24.25,283.02,287.35,875.18,2597.09,631.6,"LOW"
"1098","NJ",1996,7988000,9.09,75891,4.23,24.74,235.83,266.74,791.93,2428.15,581.3,"LOW"
"1099","NJ",1997,8053000,9.15,75151,4.18,21.47,210.57,256.43,756.17,2297.02,511.2,"LOW"
"1100","NJ",1998,8115000,8.54,76934,4,20,186.19,229.98,671.09,2109.25,433.6,"LOW"
"1101","NJ",1999,8143412,7.93,75191,3.52,17.3,174.9,216.14,577.13,1976.79,434.2,"LOW"
"1102","NJ",2000,8414350,7.27,73704,3.43,16.13,161.07,203.21,522.01,1848.77,405.9,"LOW"
"1103","NJ",2001,8511116,8.02,73606,3.95,15.02,165.78,204.09,550.01,1833.26,443,"LOW"
"1104","NJ",2002,8575252,7.94,76379,3.95,15.92,162.74,193.5,511.93,1726.61,417,"LOW"
"1105","NJ",2003,8642412,8.57,76704,4.7,14.9,154.38,190.36,502.83,1646.38,400.4,"LOW"
"1106","NJ",2004,8685166,7.98,73660,4.51,15.32,150.56,185.88,472.41,1611.68,348.9,"LOW"
"1107","NJ",2005,8703150,6.8,81678,4.79,13.88,151.84,184.75,447.88,1571.02,318,"LOW"
"1108","NJ",2006,8724560,8.73,84970,4.89,13.77,153.13,178.37,451.42,1543.77,283.7,"LOW"
